Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
solved,12227400,3798464,12227311,865667,0,2932797,3145739,89,89,16582,game3
solved,219,99,121,30,0,69,97,98,98,0,game30
solved,2359720,765913,2359637,262658,0,503255,786433,83,83,3687,game300
solved,1843,380,1746,31,0,349,389,97,97,1,game301
solved,4174,2053,4087,853,0,1200,1543,87,87,5,game302
solved,409,289,316,61,0,228,389,93,93,0,game303
solved,126,74,52,22,0,52,53,74,74,0,game304
unsolvable,11653792,3862198,11653791,966927,0,2895271,3145739,41,0,16780,game305
solved,112,90,22,30,0,60,97,90,90,0,game306
solved,134,82,52,35,0,47,53,82,82,0,game307
solved,318,227,243,45,0,182,193,75,75,0,game308
solved,199,161,108,37,0,124,193,91,91,0,game309
solved,164409,57554,164316,8742,0,48812,49157,93,93,220,game31
solved,220,97,123,32,0,65,97,97,97,0,game310
unsolvable,108975902,32115499,108975901,13165099,0,18950400,25165843,79,0,146027,game311
unsolvable,5049601,1657601,5049600,790736,0,866865,1572869,37,0,6560,game312
unsolvable,5,5,4,0,0,5,53,2,0,0,game313
solved,15901,3882,15808,29,0,3853,6151,93,93,19,game314
solved,85,80,5,32,0,48,53,80,80,0,game315
unsolvable,11,8,10,0,0,8,53,3,0,0,game316
solved,149874,27200,149777,3944,0,23256,24593,98,97,158,game317
solved,1620850,567982,1620760,206012,0,361970,393241,90,90,1923,game318
solved,15014456,3542022,15014371,507495,0,3034527,3145739,85,85,21149,game319
solved,410,158,323,64,0,94,97,87,87,0,game32
solved,255,137,164,28,0,109,193,91,91,0,game320
solved,21369836,7265851,21369747,3075891,0,4189960,6291469,89,89,28679,game321
solved,592,183,500,64,0,119,193,92,92,1,game322
solved,172,101,77,35,0,66,97,95,95,0,game323
solved,64040,24164,63941,6267,0,17897,24593,99,99,75,game324
solved,127,82,45,25,0,57,97,82,82,0,game325
solved,505810,131143,505720,45429,0,85714,98317,90,90,506,game326
solved,2597,1142,2517,236,0,906,1543,80,80,3,game327
solved,855,498,772,79,0,419,769,83,83,1,game328
solved,1027,294,928,38,0,256,389,99,99,1,game329
solved,212,89,125,27,0,62,97,87,87,0,game33
solved,87524,30128,87427,659,0,29469,49157,97,97,122,game330
solved,3181279,694082,3181172,23,0,694059,786433,107,107,4022,game331
solved,428,237,343,34,0,203,389,85,85,0,game332
solved,271,168,191,38,0,130,193,80,80,0,game333
solved,157,94,74,31,0,63,97,83,83,0,game334
solved,195,95,101,28,0,67,97,94,94,0,game335
solved,2147,610,2065,86,0,524,769,82,82,2,game336
solved,308,132,203,34,0,98,193,105,105,0,game337
timed-out,20325514,6098224,20325473,2952485,0,3145739,6291469,87,41,300000,game338
solved,137,90,47,30,0,60,97,90,90,0,game339
solved,31736,14896,31643,1112,0,13784,24593,93,93,79,game34
unsolvable,2,2,1,1,0,1,53,1,0,0,game340
unsolvable,12405,4526,12404,308,0,4218,6151,16,0,19,game341
solved,162,121,77,38,0,83,97,85,85,0,game342
solved,227,97,135,41,0,56,97,92,92,0,game343
solved,126,84,45,27,0,57,97,81,81,0,game344
solved,6880,1813,6802,299,0,1514,1543,78,78,10,game345
solved,258,101,162,38,0,63,97,96,96,0,game346
solved,173,91,82,26,0,65,97,91,91,0,game347
solved,114,90,24,30,0,60,97,90,90,0,game348
solved,3701,569,3618,31,0,538,769,83,83,4,game349
solved,3466,1139,3374,37,0,1102,1543,92,92,5,game35
solved,95764,36753,95684,16383,0,20370,24593,80,80,124,game350
unsolvable,228979,86297,228978,30929,0,55368,98317,28,0,416,game351
solved,88,82,6,34,0,48,53,82,82,0,game352
solved,7528,2130,7441,100,0,2030,3079,87,87,10,game353
solved,2076,551,1987,40,0,511,769,89,89,2,game354
unsolvable,4520474,1545945,4520473,619723,0,926222,1572869,82,0,8514,game355
solved,111,87,28,32,0,55,97,83,83,0,game356
unsolvable,10622359,3735580,10622358,1819592,0,1915988,3145739,42,0,16832,game357
unsolvable,41,31,40,6,0,25,53,5,0,0,game358
solved,199506,54757,199418,56,0,54701,98317,88,88,277,game359
solved,9911,4873,9830,1985,0,2888,3079,81,81,11,game36
unsolvable,48534,21798,48533,4734,0,17064,24593,26,0,71,game360
solved,106,79,27,25,0,54,97,79,79,0,game361
solved,27717,6103,27637,802,0,5301,6151,80,80,31,game362
solved,1312,632,1232,257,0,375,389,80,80,1,game363
solved,159,89,70,24,0,65,97,89,89,0,game364
solved,314,186,218,25,0,161,193,96,96,0,game365
unsolvable,388689,163665,388688,49006,0,114659,196613,25,0,491,game366
solved,337,126,243,32,0,94,97,94,94,0,game367
solved,160,115,73,46,0,69,97,87,87,0,game368
solved,8341,3048,8249,593,0,2455,3079,92,92,11,game369
solved,274,128,181,27,0,101,193,93,93,0,game37
solved,4557,2221,4474,135,0,2086,3079,83,83,6,game370
unsolvable,9537508,2867478,9537507,1076319,0,1791159,3145739,54,0,14068,game371
solved,161,98,67,32,0,66,97,94,94,0,game372
solved,178,127,82,39,0,88,97,96,96,0,game373
unsolvable,11312463,2720643,11312462,404773,0,2315870,3145739,72,0,16459,game374
