Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
solved,175,84,91,29,0,55,97,84,84,0,game278
solved,150,81,72,34,0,47,53,78,78,0,game279
solved,134,80,55,38,0,42,53,79,79,0,game28
solved,181,95,100,39,0,56,97,81,81,0,game280
solved,1036,460,956,254,0,206,389,80,80,1,game281
solved,161,95,89,26,0,69,97,72,72,0,game282
solved,226,94,147,22,0,72,97,79,79,0,game283
solved,171,80,91,35,0,45,53,80,80,0,game284
solved,161,91,70,34,0,57,97,91,91,0,game285
solved,234,94,152,34,0,60,97,82,82,0,game286
solved,11584481,2951064,11584391,316270,0,2634794,3145739,90,90,15611,game287
solved,139,77,71,33,0,44,53,68,68,0,game288
solved,171,83,88,35,0,48,53,83,83,0,game289
solved,99,76,23,34,0,42,53,76,76,0,game29
solved,150,72,78,27,0,45,53,72,72,0,game290
solved,362,114,290,42,0,72,97,72,72,0,game291
solved,474,179,393,35,0,144,193,81,81,0,game292
solved,265,114,179,36,0,78,97,86,86,0,game293
solved,109,68,41,27,0,41,53,68,68,0,game294
solved,131,77,54,36,0,41,53,77,77,0,game295
solved,28489,2800,28409,67,0,2733,3079,80,80,25,game296
solved,36828,6157,36757,32,0,6125,6151,71,71,36,game297
solved,276,118,167,31,0,87,97,109,109,0,game298
solved,441,164,364,95,0,69,97,77,77,0,game299
solved,490,142,359,32,0,110,193,131,131,0,game3
solved,138,88,52,33,0,55,97,86,86,0,game30
solved,148,84,67,31,0,53,53,81,81,0,game300
solved,192873,30719,192786,64,0,30655,49157,87,87,213,game301
solved,122,84,38,29,0,55,97,84,84,0,game302
solved,206,82,124,22,0,60,97,82,82,0,game303
solved,263,90,173,28,0,62,97,90,90,0,game304
solved,181,105,98,43,0,62,97,83,83,0,game305
solved,90,68,22,29,0,39,53,68,68,0,game306
unsolvable,2379911,598140,2379910,247795,0,350345,393241,50,0,2310,game307
solved,149,81,68,30,0,51,53,81,81,0,game308
