Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
unsolvable,9076,4532,9075,0,0,4532,6151,11,0,13,game396
unsolvable,13,9,12,0,0,9,53,3,0,0,game397
unsolvable,15014048,5130738,15014047,1811868,0,3318870,6291469,47,0,22484,game398
unsolvable,10,9,9,1,0,8,53,4,0,0,game399
solved,224,151,133,40,0,111,193,91,91,0,game4
solved,219,111,132,38,0,73,97,87,87,0,game40
solved,921,472,833,34,0,438,769,88,88,1,game400
solved,540,315,453,35,0,280,389,87,87,1,game401
solved,795461,221565,795375,34823,0,186742,196613,86,86,1118,game402
solved,656880,122648,656797,38534,0,84114,98317,83,83,687,game403
timed-out,229372942,62653551,229372912,24549815,0,38103736,50331653,44,30,300000,game404
solved,10139841,3439191,10139751,1557315,0,1881876,3145739,90,90,13007,game405
timed-out,196363439,64382810,196363401,27074238,0,37308572,50331653,52,38,300000,game406
solved,31407,12051,31301,8138,0,3913,6151,106,106,38,game407
unsolvable,1129,788,1128,237,0,551,769,17,0,2,game408
unsolvable,237275,114813,237274,38774,0,76039,98317,38,0,364,game409
solved,205,124,105,34,0,90,97,100,100,0,game41
unsolvable,4,4,3,0,0,4,53,2,0,0,game410
unsolvable,39915,17640,39914,2273,0,15367,24593,27,0,78,game411
unsolvable,87866,32899,87865,1525,0,31374,49157,19,0,173,game412
unsolvable,652,404,651,60,0,344,389,9,0,1,game413
solved,1356,540,1268,116,0,424,769,88,88,2,game414
solved,23286,9557,23194,2580,0,6977,12289,92,92,46,game415
unsolvable,1178403,475738,1178402,75235,0,400503,786433,28,0,2517,game416
solved,2488,1363,2384,27,0,1336,1543,104,104,6,game417
solved,61773,22238,61679,663,0,21575,24593,94,94,110,game418
solved,5948423,1845588,5948336,144807,0,1700781,3145739,102,87,10653,game419
unsolvable,17740040,7035707,17740039,2375292,0,4660415,6291469,77,0,29610,game42
unsolvable,4134318,1014244,4134317,178476,0,835768,1572869,58,0,7434,game420
solved,143,108,48,34,0,74,97,95,95,0,game421
solved,204,108,99,38,0,70,97,105,105,0,game422
unsolvable,4,3,3,1,0,2,53,2,0,0,game423
solved,185,120,98,37,0,83,97,87,87,0,game424
solved,10567,4417,10472,1838,0,2579,3079,95,95,11,game425
solved,143,90,57,25,0,65,97,86,86,0,game426
solved,245819,90818,245727,21729,0,69089,98317,92,92,407,game427
solved,1277,865,1191,91,0,774,1543,86,86,2,game428
solved,6664,2721,6580,642,0,2079,3079,84,84,8,game429
solved,824642,307910,824546,51716,0,256194,393241,96,96,1289,game43
unsolvable,429,292,428,30,0,262,389,16,0,0,game430
solved,68724630,17116293,68724535,2668232,0,14448061,25165843,95,95,110608,game431
solved,1243042,385241,1242942,91532,0,293709,393241,100,100,1773,game432
unsolvable,52,27,51,9,0,18,53,5,0,0,game433
solved,122,105,22,28,0,77,97,100,100,0,game434
solved,7363,1322,7281,25,0,1297,1543,82,82,9,game435
solved,28475,10590,28366,605,0,9985,12289,109,109,47,game436
unsolvable,17,13,16,4,0,9,53,4,0,0,game437
solved,177,94,83,28,0,66,97,94,94,0,game438
solved,85,79,9,32,0,47,53,76,76,0,game439
solved,247,180,153,57,0,123,193,94,94,0,game44
solved,82008,23226,81931,4464,0,18762,24593,77,77,117,game440
unsolvable,66,41,65,9,0,32,53,8,0,0,game441
solved,598330,263432,598252,137677,0,125755,196613,78,78,717,game442
solved,30173,11922,30095,534,0,11388,12289,78,78,52,game443
solved,7479,3959,7381,1177,0,2782,3079,98,98,12,game444
solved,212,95,123,23,0,72,97,89,89,0,game445
solved,268,137,172,52,0,85,97,96,96,0,game446
solved,57237,17826,57158,1000,0,16826,24593,79,79,92,game447
solved,83,78,5,30,0,48,53,78,78,0,game448
unsolvable,34400,16874,34399,896,0,15978,24593,39,0,83,game449
unsolvable,12212,5893,12211,1313,0,4580,6151,29,0,21,game45
unsolvable,42101,18525,42100,3078,0,15447,24593,18,0,80,game450
unsolvable,21742,9006,21741,2512,0,6494,12289,25,0,32,game451
unsolvable,3945,1916,3944,361,0,1555,3079,16,0,6,game452
solved,127100,32116,126999,28,0,32088,49157,101,101,165,game453
solved,280,125,184,39,0,86,97,96,96,0,game454
solved,293,206,205,34,0,172,193,88,88,0,game455
solved,3469107,650609,3469005,61255,0,589354,786433,192,102,4395,game456
solved,1696946,625298,1696856,152017,0,473281,786433,90,90,3540,game457
solved,3288,1792,3193,49,0,1743,3079,95,95,5,game458
solved,159365,52910,159272,5843,0,47067,49157,93,93,232,game459
unsolvable,3,3,2,0,0,3,53,1,0,0,game46
unsolvable,107,79,106,0,0,79,97,9,0,0,game460
unsolvable,368248,119126,368247,15681,0,103445,196613,28,0,558,game461
unsolvable,12198,5462,12197,1304,0,4158,6151,15,0,20,game462
unsolvable,5852083,1969298,5852082,64949,0,1904349,3145739,48,0,10330,game463
solved,111,82,29,34,0,48,53,82,82,0,game464
solved,2485,874,2363,443,0,431,769,122,122,2,game465
unsolvable,5526,3328,5525,1,0,3327,6151,13,0,13,game466
unsolvable,37813100,11601323,37813099,4494032,0,7107291,12582917,54,0,53216,game467
solved,2632,1030,2525,39,0,991,1543,107,107,4,game468
solved,133,95,38,37,0,58,97,95,95,0,game469
solved,5396203,1805697,5396113,771249,0,1034448,1572869,90,90,7347,game47
solved,1797,831,1700,119,0,712,769,97,97,2,game470
unsolvable,204155,80103,204154,14152,0,65951,98317,40,0,307,game471
unsolvable,40851889,14579472,40851888,3585778,0,10993694,12582917,50,0,70345,game472
solved,382,225,291,43,0,182,193,91,91,1,game473
solved,7474,1947,7393,57,0,1890,3079,81,81,10,game474
solved,464,177,377,29,0,148,193,87,87,0,game475
solved,35954,8235,35865,1549,0,6686,12289,89,89,46,game476
solved,133,82,51,26,0,56,97,82,82,0,game477
solved,2676,1261,2585,433,0,828,1543,91,91,4,game478
unsolvable,3385,1765,3384,6,0,1759,3079,16,0,7,game479
unsolvable,6,4,5,2,0,2,53,2,0,0,game48
solved,109,93,24,28,0,65,97,85,85,0,game480
unsolvable,337,176,336,16,0,160,193,6,0,0,game481
solved,374,228,283,28,0,200,389,91,91,0,game482
solved,476,287,385,70,0,217,389,91,91,0,game483
unsolvable,1,1,0,0,0,1,53,0,0,0,game484
solved,26749517,8973022,26749432,3775258,0,5197764,6291469,96,85,37558,game485
solved,168,92,76,27,0,65,97,92,92,0,game486
