Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
solved,1104,243,1007,43,0,200,389,97,97,1,game166
unsolvable,6,6,5,1,0,5,53,3,0,0,game167
unsolvable,45115,21818,45114,3974,0,17844,24593,18,0,63,game168
solved,3311265,849075,3311161,94573,0,754502,786433,104,104,4894,game169
unsolvable,124,78,123,15,0,63,97,7,0,0,game17
timed-out,37569009,11669912,37568993,2334536,0,9335376,12582917,44,16,60000,game170
solved,279,154,190,41,0,113,193,89,89,0,game171
unsolvable,1,1,0,0,0,1,53,0,0,0,game172
unsolvable,8191,3865,8190,556,0,3309,6151,23,0,13,game173
unsolvable,2,2,1,1,0,1,53,1,0,0,game174
unsolvable,4782228,1750460,4782227,401992,0,1348468,1572869,33,0,8591,game175
solved,248,178,162,46,0,132,193,86,86,0,game176
solved,4469,1714,4381,216,0,1498,1543,88,88,5,game177
solved,188,105,91,30,0,75,97,97,97,0,game178
solved,109527,52900,109446,19307,0,33593,49157,81,81,135,game179
solved,115961,40909,115878,20180,0,20729,24593,83,83,107,game18
solved,412,184,323,32,0,152,193,89,89,0,game180
solved,10139,3814,10055,887,0,2927,3079,84,84,13,game181
unsolvable,6458313,1963685,6458312,219675,0,1744010,3145739,74,0,10583,game182
solved,83323,17674,83229,626,0,17048,24593,94,94,103,game183
solved,13748,3117,13647,191,0,2926,3079,101,101,17,game184
solved,8704,3015,8626,22,0,2993,3079,78,78,13,game185
unsolvable,43496,15828,43495,2040,0,13788,24593,17,0,57,game186
solved,1305159,521145,1305063,210305,0,310840,393241,96,96,2609,game187
solved,392,121,294,31,0,90,97,98,98,0,game188
solved,34660,15327,34566,5622,0,9705,12289,94,94,44,game189
solved,136,90,49,29,0,61,97,87,87,0,game19
unsolvable,7,7,6,0,0,7,53,4,0,0,game190
unsolvable,642,396,641,66,0,330,389,8,0,1,game191
unsolvable,2,2,1,0,0,2,53,1,0,0,game192
unsolvable,14051,6633,14050,0,0,6633,12289,11,0,23,game193
solved,189,114,87,49,0,65,97,102,102,0,game194
unsolvable,3,3,2,0,0,3,53,1,0,0,game195
unsolvable,1351,647,1350,0,0,647,769,8,0,2,game196
solved,74072,21773,73973,2322,0,19451,24593,99,99,92,game197
solved,39697616,11537057,39697542,3627403,0,7909654,12582917,74,74,56151,game198
unsolvable,1220,704,1219,132,0,572,769,9,0,2,game199
solved,38624,15813,38538,779,0,15034,24593,86,86,61,game2
solved,1585364,464922,1585261,39460,0,425462,786433,103,103,2360,game20
solved,212244,74050,212161,499,0,73551,98317,83,83,298,game200
solved,4866,1862,4767,39,0,1823,3079,99,99,7,game201
solved,13098,4762,13004,781,0,3981,6151,94,94,22,game202
solved,6101,2119,6012,447,0,1672,3079,89,89,7,game203
solved,11761,3686,11673,31,0,3655,6151,88,88,18,game204
solved,3069,1822,2977,39,0,1783,3079,92,92,6,game205
unsolvable,3,3,2,2,0,1,53,2,0,0,game206
solved,597,232,504,44,0,188,193,93,93,1,game207
solved,146,91,58,36,0,55,97,88,88,0,game208
timed-out,45149760,13666745,45149710,5334546,0,8332199,12582917,82,50,60000,game209
unsolvable,48401,24280,48400,603,0,23677,24593,32,0,88,game21
solved,7523209,2846591,7523120,1338820,0,1507771,1572869,89,89,10055,game210
solved,38685,12662,38589,2917,0,9745,12289,96,96,45,game211
solved,180,102,80,26,0,76,97,100,100,0,game212
solved,214,111,121,36,0,75,97,93,93,0,game213
solved,191,145,102,31,0,114,193,89,89,0,game214
solved,5752768,1940974,5752681,390613,0,1550361,1572869,87,87,7895,game215
solved,2745,902,2647,103,0,799,1543,98,98,3,game216
solved,330,182,238,58,0,124,193,92,92,0,game217
timed-out,34203385,10454289,34203352,3687564,0,6766725,12582917,80,33,60000,game218
solved,14278,5434,14189,2105,0,3329,6151,89,89,33,game219
solved,149329,61720,149242,10259,0,51461,98317,87,87,311,game22
solved,598,389,505,26,0,363,389,93,93,1,game220
solved,6088582,2360601,6088496,654241,0,1706360,3145739,86,86,11543,game221
unsolvable,172,134,171,2,0,132,193,16,0,0,game222
timed-out,34140792,9546186,34140755,1100827,0,8445359,12582917,66,37,60000,game223
solved,3546,1565,3450,56,0,1509,1543,96,96,5,game224
timed-out,51148470,22520935,51148394,15201138,0,7319797,12582917,156,76,60000,game225
solved,247590,91234,247510,20885,0,70349,98317,80,80,352,game226
unsolvable,107,73,106,6,0,67,97,6,0,0,game227
unsolvable,37142,15426,37141,3101,0,12325,24593,16,0,50,game228
unsolvable,3,3,2,0,0,3,53,2,0,0,game229
unsolvable,23,19,22,0,0,19,53,3,0,0,game23
solved,649,360,567,101,0,259,389,82,82,2,game230
solved,1753,860,1664,197,0,663,769,89,89,4,game231
unsolvable,10,10,9,0,0,10,53,4,0,0,game232
solved,348,210,252,70,0,140,193,96,96,0,game233
solved,271,200,186,30,0,170,193,85,85,0,game234
solved,432108,181089,432025,74993,0,106096,196613,83,83,502,game235
unsolvable,19898,9183,19897,1467,0,7716,12289,19,0,30,game236
unsolvable,598162,195163,598161,29410,0,165753,196613,73,0,841,game237
unsolvable,87032,36563,87031,11135,0,25428,49157,19,0,159,game238
unsolvable,2,2,1,1,0,1,53,1,0,0,game239
unsolvable,271157,102199,271156,17108,0,85091,98317,17,0,439,game24
unsolvable,227,159,226,50,0,109,193,10,0,0,game240
unsolvable,438,272,437,1,0,271,389,10,0,1,game241
solved,1609,404,1515,31,0,373,389,94,94,2,game242
solved,4054,839,3962,284,0,555,769,92,92,8,game243
solved,4392,807,4307,35,0,772,1543,85,85,3,game244
solved,291,172,199,40,0,132,193,92,92,0,game245
solved,27100,8618,27001,2219,0,6399,12289,99,99,35,game246
solved,14654,5056,14570,1239,0,3817,6151,84,84,19,game247
unsolvable,4404401,1581745,4404400,577985,0,1003760,1572869,43,0,5850,game248
solved,1787,667,1700,28,0,639,769,87,87,3,game249
solved,1335104,533956,1335015,167101,0,366855,393241,89,89,2138,game25
solved,199,99,117,39,0,60,97,82,82,0,game250
solved,59700,21137,59585,10765,0,10372,12289,115,115,79,game251
solved,1146,460,1053,48,0,412,769,93,93,3,game252
solved,31092,9001,31001,1348,0,7653,12289,91,91,67,game253
solved,1996,1281,1905,78,0,1203,1543,91,91,8,game254
unsolvable,5519,3130,5518,495,0,2635,3079,20,0,18,game255
solved,417,288,329,110,0,178,193,88,88,1,game256
solved,4889,2069,4805,227,0,1842,3079,84,84,14,game257
solved,97944,37671,97852,8810,0,28861,49157,92,92,199,game258
solved,5521,1835,5432,85,0,1750,3079,89,89,13,game259
solved,22154,7176,22040,239,0,6937,12289,114,114,61,game26
solved,182,102,84,33,0,69,97,98,98,0,game260
unsolvable,89254,38734,89253,11294,0,27440,49157,19,0,206,game261
unsolvable,8223013,2320241,8223012,517778,0,1802463,3145739,48,0,13816,game262
unsolvable,195520,85945,195519,25554,0,60391,98317,27,0,360,game263
timed-out,37303043,10981613,37303015,2033585,0,8948028,12582917,57,28,60000,game264
unsolvable,16747884,6512621,16747883,2559709,0,3952912,6291469,40,0,24210,game265
solved,156,123,67,29,0,94,97,89,89,0,game266
solved,1163,312,1076,28,0,284,389,87,87,1,game267
solved,108,89,32,36,0,53,53,76,76,0,game268
unsolvable,1,1,0,0,0,1,53,0,0,0,game269
solved,163602,30644,163515,1841,0,28803,49157,236,87,164,game27
unsolvable,2387,1005,2386,0,0,1005,1543,12,0,3,game270
timed-out,40702614,13786353,40702576,4222955,0,9563398,12582917,94,38,60000,game271
solved,5266981,1733463,5266879,908219,0,825244,1572869,102,102,8113,game272
unsolvable,3,3,2,0,0,3,53,1,0,0,game273
unsolvable,106799,42452,106798,3211,0,39241,49157,29,0,215,game274
unsolvable,963875,359873,963874,139514,0,220359,393241,23,0,1589,game275
solved,4255050,1093690,4254961,451517,0,642173,786433,89,89,4238,game276
solved,396,154,311,29,0,125,193,85,85,0,game277
unsolvable,51568,21464,51567,100,0,21364,24593,19,0,76,game278
unsolvable,6,6,5,1,0,5,53,4,0,0,game279
unsolvable,18,12,17,2,0,10,53,4,0,0,game28
unsolvable,11166,5386,11165,637,0,4749,6151,26,0,16,game280
unsolvable,338662,151230,338661,32270,0,118960,196613,40,0,490,game281
solved,2480,920,2390,44,0,876,1543,90,90,3,game282
unsolvable,199,135,198,6,0,129,193,10,0,0,game283
solved,1192,481,1104,38,0,443,769,88,88,1,game284
unsolvable,9315134,3038129,9315133,204922,0,2833207,3145739,38,0,14574,game285
unsolvable,3505523,1280477,3505522,394899,0,885578,1572869,66,0,4746,game286
solved,145,102,53,35,0,67,97,92,92,0,game287
solved,170096,58876,170002,34073,0,24803,49157,94,94,234,game288
solved,4174,1798,4071,666,0,1132,1543,103,103,10,game289
timed-out,35239756,11439040,35239729,4860157,0,6578883,12582917,77,27,60000,game29
solved,945880,233385,945785,13591,0,219794,393241,95,95,1701,game290
unsolvable,1735931,577232,1735930,7444,0,569788,786433,43,0,3085,game291
unsolvable,1,1,0,0,0,1,53,0,0,0,game292
unsolvable,93988,44584,93987,7328,0,37256,49157,20,0,165,game293
unsolvable,1,1,0,0,0,1,53,0,0,0,game294
unsolvable,1,1,0,0,0,1,53,0,0,0,game295
unsolvable,15487,8618,15486,1071,0,7547,12289,17,0,31,game296
solved,1074466,222437,1074365,43,0,222394,393241,101,101,1749,game297
unsolvable,22,20,21,0,0,20,53,4,0,0,game298
solved,46366,14939,46276,4022,0,10917,12289,90,90,96,game299
solved,273,171,190,37,0,134,193,83,83,0,game3
solved,50513,21244,50400,9657,0,11587,12289,113,113,70,game30
solved,16529,6461,16437,33,0,6428,12289,92,92,36,game300
solved,200,154,107,26,0,128,193,93,93,0,game301
unsolvable,84,52,83,2,0,50,53,5,0,0,game302
solved,59808,22605,59706,996,0,21609,24593,102,102,154,game303
solved,106,90,16,35,0,55,97,90,90,0,game304
solved,143,96,55,21,0,75,97,88,88,0,game305
timed-out,38462546,11321574,38462517,4008378,0,7313196,12582917,112,29,60000,game306
solved,11360,6111,11266,630,0,5481,6151,94,94,18,game307
unsolvable,651,342,650,86,0,256,389,10,0,0,game308
timed-out,35094428,11026819,35094380,4014231,0,7012588,12582917,99,48,60000,game309
solved,2064,1028,1981,275,0,753,769,83,83,2,game31
unsolvable,95516,40818,95515,0,0,40818,49157,15,0,172,game310
unsolvable,1218,873,1217,276,0,597,769,17,0,3,game311
solved,78531,32538,78438,4518,0,28020,49157,93,93,119,game312
solved,26676,7364,26584,271,0,7093,12289,92,92,35,game313
solved,177,91,87,30,0,61,97,90,90,0,game314
timed-out,45337620,13053338,45337577,5937935,0,7115403,12582917,81,43,60000,game315
solved,151,98,53,45,0,53,53,98,98,0,game316
unsolvable,7,7,6,2,0,5,53,4,0,0,game317
solved,5027,1030,4922,31,0,999,1543,105,105,6,game318
unsolvable,5073584,1908662,5073583,567474,0,1341188,1572869,34,0,7857,game319
unsolvable,1,1,0,0,0,1,53,0,0,0,game32
timed-out,43289728,14905301,43289692,7771040,0,7134261,12582917,98,36,60000,game320
unsolvable,16,12,15,2,0,10,53,5,0,0,game321
solved,96073,36634,95985,7250,0,29384,49157,88,88,122,game322
solved,364,168,248,34,0,134,193,116,116,1,game323
unsolvable,602178,294581,602177,146036,0,148545,196613,33,0,724,game324
unsolvable,57665,27653,57664,5056,0,22597,24593,16,0,92,game325
timed-out,39395276,11014534,39395237,4723065,0,6291469,12582917,106,39,60000,game326
unsolvable,1839631,636058,1839630,151200,0,484858,786433,22,0,2683,game327
unsolvable,41,34,40,1,0,33,53,8,0,0,game328
solved,967,235,859,32,0,203,389,108,108,1,game329
solved,5747,1699,5657,139,0,1560,3079,90,90,7,game33
unsolvable,11823043,4077403,11823042,1748154,0,2329249,3145739,75,0,18014,game330
solved,1276,538,1184,33,0,505,769,92,92,1,game331
solved,270,175,169,26,0,149,193,101,101,0,game332
unsolvable,16594,7660,16593,1426,0,6234,12289,29,0,45,game333
solved,4207,1557,4115,503,0,1054,1543,92,92,4,game334
timed-out,31711528,8361984,31711494,740553,0,7621431,12582917,101,34,60000,game335
solved,205013,52649,204893,3467,0,49182,98317,120,120,307,game336
unsolvable,4035,2013,4034,3,0,2010,3079,16,0,6,game337
solved,1868198,702425,1868110,128699,0,573726,786433,88,88,3111,game338
solved,14026266,5698075,14026178,3191717,0,2506358,3145739,88,88,17798,game339
solved,265,190,177,44,0,146,193,88,88,1,game34
unsolvable,2642285,1171325,2642284,453735,0,717590,786433,47,0,4611,game340
timed-out,40470099,12938238,40470069,5674551,0,7263687,12582917,55,30,60000,game341
solved,464329,155666,464240,27510,0,128156,196613,188,89,591,game342
timed-out,47505541,15628954,47505511,8644131,0,6984823,12582917,155,30,60000,game343
unsolvable,10035483,3004318,10035482,421290,0,2583028,3145739,47,0,19643,game344
unsolvable,110221,34792,110220,3540,0,31252,49157,30,0,198,game345
solved,7644,5069,7557,1531,0,3538,6151,87,87,26,game346
unsolvable,74394,30818,74393,4514,0,26304,49157,18,0,156,game347
solved,662566,182501,662477,27574,0,154927,196613,89,89,992,game348
unsolvable,17950280,7550035,17950279,3380697,0,4169338,6291469,80,0,32066,game349
solved,4196493,1413669,4196412,297580,0,1116089,1572869,81,81,8398,game35
solved,1518848,530047,1518750,153942,0,376105,393241,98,98,2379,game350
unsolvable,1077040,358194,1077039,18948,0,339246,393241,21,0,1991,game351
solved,30661,16308,30580,1974,0,14334,24593,81,81,66,game352
solved,2141781,748629,2141691,230182,0,518447,786433,90,90,3590,game353
unsolvable,307355,93788,307354,5076,0,88712,98317,23,0,537,game354
solved,4402,2378,4314,1468,0,910,1543,88,88,6,game355
solved,1813,856,1722,72,0,784,1543,91,91,6,game356
solved,36864,11968,36771,2129,0,9839,12289,93,93,82,game357
solved,10083,5232,9995,498,0,4734,6151,88,88,33,game358
unsolvable,1090862,366432,1090861,106981,0,259451,393241,38,0,1644,game359
solved,62030,22502,61937,230,0,22272,24593,93,93,117,game36
solved,605152,230831,605066,18546,0,212285,393241,86,86,1158,game360
unsolvable,8678400,2810129,8678399,729808,0,2080321,3145739,36,0,16406,game361
solved,5539,2326,5450,145,0,2181,3079,89,89,11,game362
solved,949143,292003,949050,48424,0,243579,393241,93,93,1784,game363
solved,1878630,518601,1878537,76241,0,442360,786433,93,93,2685,game364
unsolvable,616054,226032,616053,23668,0,202364,393241,69,0,874,game365
solved,7966,3096,7874,155,0,2941,3079,92,92,12,game366
solved,2764,813,2670,29,0,784,1543,94,94,5,game367
unsolvable,1734,1070,1733,121,0,949,1543,14,0,3,game368
solved,2856803,1083984,2856702,262516,0,821468,1572869,101,101,4454,game369
unsolvable,36335,16298,36334,2768,0,13530,24593,18,0,73,game37
unsolvable,18545,7104,18544,1486,0,5618,6151,14,0,30,game370
solved,10267758,2881897,10267646,1240520,0,1641377,3145739,150,112,15907,game371
solved,6480,3182,6385,332,0,2850,3079,95,95,11,game372
solved,1253,509,1167,204,0,305,389,86,86,2,game373
solved,677,332,582,40,0,292,389,95,95,2,game374
unsolvable,5974675,2004979,5974674,379968,0,1625011,3145739,45,0,11074,game375
solved,71575,26800,71487,6276,0,20524,24593,88,88,121,game376
unsolvable,756338,248019,756337,1192,0,246827,393241,42,0,1468,game377
solved,242,107,136,32,0,75,97,106,106,0,game378
solved,6366526,2064710,6366429,687422,0,1377288,1572869,97,97,11159,game379
solved,1841,775,1753,528,0,247,389,88,88,1,game38
solved,3210,1319,3081,238,0,1081,1543,129,129,6,game380
solved,299,128,200,39,0,89,97,99,99,0,game381
unsolvable,1,1,0,0,0,1,53,0,0,0,game382
solved,71650,26661,71554,6104,0,20557,24593,96,96,91,game383
unsolvable,2,2,1,0,0,2,53,1,0,0,game384
unsolvable,28370936,9716931,28370935,3190742,0,6526189,12582917,52,0,48869,game385
solved,107699,19955,107609,1353,0,18602,24593,90,90,177,game386
unsolvable,341,204,340,1,0,203,389,8,0,0,game387
timed-out,37522571,10457757,37522553,2625766,0,7831991,12582917,37,18,60000,game388
unsolvable,43,31,42,0,0,31,53,5,0,0,game389
timed-out,41913191,10154781,41913155,3693729,0,6461052,12582917,113,36,60000,game39
solved,37290,13836,37201,2569,0,11267,12289,89,89,52,game390
solved,1407,792,1324,306,0,486,769,83,83,1,game391
unsolvable,887955,337110,887954,121011,0,216099,393241,39,0,2178,game392
unsolvable,772,421,771,0,0,421,769,13,0,1,game393
solved,3125,1583,3024,36,0,1547,3079,101,101,5,game394
unsolvable,12714513,3789082,12714512,472107,0,3316975,6291469,41,0,20570,game395
solved,209,139,107,26,0,113,193,102,102,0,game396
solved,244691,87472,244608,20442,0,67030,98317,83,83,307,game397
unsolvable,16100,7858,16099,1230,0,6628,12289,15,0,22,game398
solved,143,116,52,40,0,76,97,91,91,0,game399
unsolvable,47658,18804,47657,1372,0,17432,24593,17,0,68,game4
unsolvable,59503,22842,59502,1327,0,21515,24593,16,0,85,game40
unsolvable,4,4,3,1,0,3,53,2,0,0,game400
solved,193,96,100,31,0,65,97,93,93,0,game401
unsolvable,3075,1887,3074,498,0,1389,1543,17,0,5,game402
unsolvable,2454820,904816,2454819,326206,0,578610,786433,40,0,4125,game403
solved,218880,62146,218787,102,0,62044,98317,93,93,281,game404
unsolvable,15,14,14,3,0,11,53,4,0,0,game405
solved,3231,1710,3160,525,0,1185,1543,71,71,3,game406
unsolvable,35,27,34,10,0,17,53,4,0,0,game407
solved,1189,616,1106,28,0,588,769,83,83,2,game408
solved,35267,15474,35175,4838,0,10636,12289,92,92,45,game409
unsolvable,94814,32519,94813,0,0,32519,49157,17,0,129,game41
timed-out,42507788,8273270,42507756,421887,0,7851383,12582917,59,32,60000,game410
unsolvable,375,245,374,24,0,221,389,19,0,1,game411
solved,81484,37875,81388,11284,0,26591,49157,96,96,112,game412
solved,483,261,398,26,0,235,389,85,85,2,game413
solved,3829,1666,3719,116,0,1550,3079,110,110,6,game414
solved,126,103,34,44,0,59,97,92,92,0,game415
solved,157611,44519,157498,6705,0,37814,49157,113,113,263,game416
unsolvable,4021,2267,4020,478,0,1789,3079,15,0,5,game417
unsolvable,30,18,29,0,0,18,53,5,0,0,game418
unsolvable,477865,175269,477864,41635,0,133634,196613,27,0,803,game419
solved,166,130,76,47,0,83,97,90,90,0,game42
unsolvable,10712,5022,10711,60,0,4962,6151,15,0,18,game420
unsolvable,6749,3394,6748,286,0,3108,6151,20,0,13,game421
solved,1056,588,965,77,0,511,769,91,91,2,game422
unsolvable,9190,6191,9189,1514,0,4677,6151,20,0,15,game423
unsolvable,2013,844,2012,0,0,844,1543,14,0,2,game424
solved,149,103,68,25,0,78,97,81,81,0,game425
unsolvable,68,56,67,0,0,56,97,5,0,0,game426
solved,5901,1957,5807,376,0,1581,3079,94,94,8,game427
solved,1149670,416434,1149575,135354,0,281080,393241,95,95,1661,game428
solved,1810,753,1715,178,0,575,769,95,95,2,game429
unsolvable,3374,2049,3373,614,0,1435,1543,20,0,6,game43
solved,15203,5924,15100,867,0,5057,6151,103,103,19,game430
solved,20881,9561,20785,3629,0,5932,6151,96,96,24,game431
solved,222,100,122,28,0,72,97,100,100,0,game432
solved,2193,1377,2095,417,0,960,1543,98,98,5,game433
solved,1626,676,1538,116,0,560,769,88,88,3,game434
solved,653721,135701,653629,23321,0,112380,196613,92,92,793,game435
solved,4973,903,4880,30,0,873,1543,93,93,5,game436
unsolvable,1,1,0,0,0,1,53,0,0,0,game437
unsolvable,1135681,408963,1135680,85406,0,323557,393241,30,0,1617,game438
unsolvable,1675415,892279,1675414,423728,0,468551,786433,36,0,2270,game439
solved,7877243,2177410,7877140,383494,0,1793916,3145739,121,103,12176,game44
unsolvable,60410,23366,60409,3390,0,19976,24593,23,0,88,game440
unsolvable,628972,265097,628971,102058,0,163039,196613,33,0,790,game441
solved,2195,994,2095,79,0,915,1543,100,100,4,game442
solved,923,280,795,70,0,210,389,128,128,1,game443
solved,253,113,140,27,0,86,97,113,113,0,game444
solved,2173,874,2082,260,0,614,769,91,91,3,game445
solved,13029474,3492296,13029370,1530858,0,1961438,3145739,320,104,14292,game446
unsolvable,15635962,4453520,15635961,758655,0,3694865,6291469,27,0,24311,game447
unsolvable,206199,94373,206198,48369,0,46004,49157,29,0,265,game448
solved,153,118,71,31,0,87,97,82,82,0,game449
timed-out,40605344,17723236,40605311,10802368,0,6920868,12582917,218,33,60000,game45
solved,136,93,49,30,0,63,97,87,87,0,game450
solved,8953,2658,8863,1302,0,1356,1543,90,90,8,game451
unsolvable,3347677,980709,3347676,309118,0,671591,786433,48,0,4109,game452
solved,1991,825,1899,442,0,383,389,92,92,2,game453
unsolvable,627,461,626,0,0,461,769,10,0,1,game454
unsolvable,14,14,13,1,0,13,53,4,0,0,game455
solved,3600,1549,3477,793,0,756,769,123,123,4,game456
solved,14277,5475,14194,718,0,4757,6151,83,83,23,game457
unsolvable,4686,2344,4685,300,0,2044,3079,20,0,6,game458
solved,186,116,101,36,0,80,97,85,85,0,game459
unsolvable,1,1,0,0,0,1,53,0,0,0,game46
unsolvable,6,5,5,3,0,2,53,3,0,0,game460
solved,272,214,178,43,0,171,193,94,94,0,game461
solved,5338096,1858728,5337996,491431,0,1367297,1572869,100,100,7246,game462
solved,106,89,27,33,0,56,97,79,79,0,game463
solved,525,329,429,110,0,219,389,96,96,0,game464
unsolvable,30931118,11414435,30931117,3811980,0,7602455,12582917,210,0,53961,game465
solved,321,209,221,52,0,157,193,100,100,0,game466
solved,45631,17024,45537,7095,0,9929,12289,94,94,48,game467
solved,997952,213661,997857,8951,0,204710,393241,95,95,1341,game468
solved,5784065,2279866,5783961,894998,0,1384868,1572869,104,104,8839,game469
solved,687,303,608,37,0,266,389,79,79,1,game47
timed-out,42797320,14148898,42797284,7362991,0,6785907,12582917,56,36,60000,game470
solved,137257,50165,137176,29778,0,20387,24593,81,81,124,game471
solved,587,300,506,124,0,176,193,81,81,0,game472
solved,305,193,211,68,0,125,193,94,94,0,game473
unsolvable,55,35,54,1,0,34,53,5,0,0,game474
unsolvable,12593,5741,12592,2838,0,2903,3079,41,0,14,game475
unsolvable,14736747,4291088,14736746,703486,0,3587602,6291469,29,0,23819,game476
solved,26575234,5679613,26575152,1062411,0,4617202,6291469,82,82,38453,game477
solved,7439485,2540513,7439396,1425739,0,1114774,1572869,89,89,9571,game478
solved,4188,1522,4091,107,0,1415,1543,97,97,5,game479
solved,62004,21053,61906,10513,0,10540,12289,98,98,67,game48
timed-out,44192750,17373014,44192714,8649690,0,8723324,12582917,49,36,60000,game480
unsolvable,2,2,1,0,0,2,53,1,0,0,game481
solved,3112521,929572,3112423,290893,0,638679,786433,98,98,4273,game482
unsolvable,153486,65329,153485,12180,0,53149,98317,26,0,228,game483
solved,15379,5619,15280,1329,0,4290,6151,99,99,21,game484
unsolvable,5121,2825,5120,873,0,1952,3079,16,0,7,game485
unsolvable,654207,263618,654206,42024,0,221594,393241,23,0,1091,game486
