Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
timed-out,33169739,9954228,33169695,2197119,0,7757109,12582917,73,44,60000,game495
solved,89,77,12,23,0,54,97,77,77,0,game496
solved,158,85,73,34,0,51,53,85,85,0,game497
solved,187,78,110,28,0,50,53,77,77,0,game498
solved,209931,68470,209836,49748,0,18722,24593,95,95,238,game499
solved,200,84,116,25,0,59,97,84,84,0,game5
solved,118,89,29,41,0,48,53,89,89,0,game50
solved,380,226,293,33,0,193,193,87,87,0,game500
solved,212,116,135,29,0,87,97,77,77,0,game501
solved,130,99,44,38,0,61,97,86,86,0,game502
solved,181,91,97,28,0,63,97,84,84,0,game503
solved,897,220,821,46,0,174,193,76,76,1,game504
solved,166,96,70,27,0,69,97,96,96,0,game505
solved,86,67,19,30,0,37,53,67,67,0,game506
solved,129,83,46,30,0,53,53,83,83,0,game507
solved,961,161,876,26,0,135,193,85,85,1,game508
solved,232245,63437,232164,1432,0,62005,98317,81,81,434,game509
solved,137,76,61,32,0,44,53,76,76,0,game51
solved,29991,9186,29909,5293,0,3893,6151,82,82,39,game510
solved,394,115,316,42,0,73,97,78,78,0,game511
solved,132,81,52,29,0,52,53,80,80,0,game512
solved,238,103,140,34,0,69,97,98,98,0,game513
