Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
unsolvable,885,512,884,105,0,407,769,10,0,3,game128
solved,24143,6135,24056,257,0,5878,6151,87,87,53,game129
solved,3972,1409,3875,460,0,949,1543,97,97,8,game13
solved,170,95,75,40,0,55,97,95,95,0,game130
solved,252,143,161,31,0,112,193,91,91,0,game131
unsolvable,5393276,1598377,5393275,301811,0,1296566,1572869,162,0,9514,game132
solved,3896,2127,3800,110,0,2017,3079,96,96,14,game133
unsolvable,1,1,0,0,0,1,53,0,0,0,game134
solved,107855,35870,107758,7544,0,28326,49157,97,97,176,game135
unsolvable,38732,17055,38731,371,0,16684,24593,35,0,78,game136
solved,196,91,106,27,0,64,97,90,90,0,game137
solved,322,128,214,28,0,100,193,108,108,0,game138
unsolvable,24886,13143,24885,3105,0,10038,12289,26,0,52,game139
unsolvable,385,228,384,0,0,228,389,13,0,0,game14
solved,164,124,73,43,0,81,97,91,91,0,game140
solved,314,162,231,62,0,100,193,83,83,0,game141
unsolvable,1,1,0,0,0,1,53,0,0,0,game142
timed-out,37506306,10613256,37506279,4321787,0,6291469,12582917,69,27,60000,game143
unsolvable,1,1,0,0,0,1,53,0,0,0,game144
solved,2310598,665635,2310513,201850,0,463785,786433,85,85,2826,game145
unsolvable,385,201,384,1,0,200,389,9,0,0,game146
unsolvable,72085,27808,72084,5292,0,22516,24593,14,0,94,game147
solved,341,170,239,33,0,137,193,102,102,0,game148
unsolvable,5307,3491,5306,256,0,3235,6151,21,0,10,game149
solved,2111,703,2017,117,0,586,769,94,94,4,game15
unsolvable,31965,14113,31964,3137,0,10976,12289,18,0,40,game150
solved,178,107,87,38,0,69,97,91,91,0,game151
solved,152,117,66,37,0,80,97,86,86,0,game152
solved,162674,45020,162597,55,0,44965,49157,77,77,222,game153
unsolvable,18833,7949,18832,2203,0,5746,6151,15,0,24,game154
solved,466865,140522,466773,71599,0,68923,98317,92,92,492,game155
unsolvable,1817,970,1816,159,0,811,1543,10,0,5,game156
unsolvable,6946,2738,6945,527,0,2211,3079,50,0,14,game157
solved,148,89,59,35,0,54,97,89,89,0,game158
solved,1032,636,944,187,0,449,769,88,88,3,game159
solved,960,389,858,25,0,364,389,102,102,4,game16
unsolvable,5758,3601,5757,178,0,3423,6151,24,0,24,game160
solved,572,275,482,78,0,197,389,90,90,1,game161
solved,10527,2544,10427,228,0,2316,3079,100,100,26,game162
unsolvable,18050,8319,18049,157,0,8162,12289,21,0,55,game163
solved,53132,14419,53046,4662,0,9757,12289,86,86,75,game164
solved,142,116,48,34,0,82,97,94,94,0,game165
unsolvable,143446,69425,143445,24994,0,44431,49157,26,0,273,game166
solved,183,122,95,44,0,78,97,88,88,0,game167
solved,134894,57153,134802,31,0,57122,98317,92,92,283,game168
unsolvable,11607056,4083217,11607055,1087830,0,2995387,3145739,33,0,16619,game169
timed-out,37787935,9595188,37787898,1026953,0,8568235,12582917,69,37,60000,game17
solved,188,102,102,35,0,67,97,86,86,0,game170
unsolvable,360,209,359,13,0,196,389,16,0,2,game171
solved,175,97,82,32,0,65,97,93,93,0,game172
unsolvable,10046,4526,10045,1488,0,3038,3079,15,0,23,game173
timed-out,39706477,14969326,39706446,8681307,0,6288019,6291469,80,31,60000,game174
solved,533,238,434,36,0,202,389,99,99,1,game175
solved,1970656,920862,1970569,386400,0,534462,786433,87,87,3505,game176
solved,3920,1725,3837,248,0,1477,1543,83,83,9,game177
solved,66197,23239,66107,6281,0,16958,24593,90,90,111,game178
unsolvable,187280,71294,187279,14220,0,57074,98317,27,0,376,game179
solved,63259,28141,63178,9729,0,18412,24593,81,81,105,game18
solved,146,79,69,29,0,50,53,77,77,0,game180
solved,875,479,782,56,0,423,769,93,93,2,game181
unsolvable,282,171,281,6,0,165,193,9,0,0,game182
solved,116,100,30,34,0,66,97,86,86,0,game183
unsolvable,186576,77587,186575,11868,0,65719,98317,25,0,300,game184
unsolvable,6335,2978,6334,456,0,2522,3079,23,0,8,game185
solved,26204477,6536890,26204379,184519,0,6352371,12582917,98,98,54996,game186
solved,26516212,7905020,26516122,2152040,0,5752980,6291469,90,90,49077,game187
solved,33660,8909,33569,291,0,8618,12289,91,91,78,game188
solved,613,252,528,56,0,196,389,85,85,1,game189
solved,979,483,889,34,0,449,769,90,90,3,game19
unsolvable,2628629,933714,2628628,255923,0,677791,786433,33,0,5201,game190
solved,150,126,52,47,0,79,97,98,98,0,game191
timed-out,30483485,7990289,30483451,1698820,0,6291469,12582917,70,34,60000,game192
solved,757528,262877,757444,50928,0,211949,393241,84,84,1358,game193
unsolvable,34869,14546,34868,632,0,13914,24593,22,0,87,game194
unsolvable,187589,86161,187588,30090,0,56071,98317,21,0,352,game195
solved,51910,15815,51827,247,0,15568,24593,83,83,104,game196
unsolvable,14011,6428,14010,785,0,5643,6151,23,0,30,game197
solved,422,299,333,100,0,199,389,89,89,0,game198
solved,2457845,862836,2457756,195190,0,667646,786433,89,89,4428,game199
solved,179,107,72,28,0,79,97,107,107,0,game2
unsolvable,18893,9431,18892,1689,0,7742,12289,22,0,42,game20
unsolvable,247347,95497,247346,14646,0,80851,98317,30,0,1026,game200
unsolvable,4460,2759,4459,966,0,1793,3079,17,0,8,game201
solved,1015044,205734,1014941,42,0,205692,393241,103,103,1797,game202
unsolvable,1349,835,1348,34,0,801,1543,15,0,3,game203
unsolvable,478030,208559,478029,47765,0,160794,196613,39,0,896,game204
unsolvable,295034,112667,295033,13714,0,98953,196613,23,0,593,game205
solved,1233896,329883,1233813,141856,0,188027,196613,83,83,1630,game206
solved,5840394,1264392,5840294,225402,0,1038990,1572869,100,100,10430,game207
unsolvable,569,334,568,2,0,332,389,13,0,2,game208
unsolvable,365,229,364,0,0,229,389,10,0,2,game209
unsolvable,3,3,2,0,0,3,53,1,0,0,game21
unsolvable,24870360,9058040,24870359,3574117,0,5483923,6291469,62,0,46005,game210
unsolvable,61389,30099,61388,8649,0,21450,24593,18,0,104,game211
unsolvable,41388,18747,41387,1385,0,17362,24593,23,0,84,game212
unsolvable,48357,20979,48356,683,0,20296,24593,16,0,123,game213
unsolvable,18,16,17,4,0,12,53,5,0,0,game214
unsolvable,34942,14319,34941,2375,0,11944,12289,19,0,60,game215
unsolvable,42493,15985,42492,404,0,15581,24593,21,0,74,game216
unsolvable,60237,23323,60236,6386,0,16937,24593,23,0,96,game217
solved,1927,986,1836,62,0,924,1543,91,91,7,game218
solved,23603,7348,23509,800,0,6548,12289,94,94,43,game219
timed-out,37400084,13001614,37400043,6710144,0,6291470,12582917,70,41,60000,game22
solved,1038,442,936,26,0,416,769,102,102,2,game220
solved,444972,81229,444883,34067,0,47162,49157,89,89,603,game221
unsolvable,1,1,0,0,0,1,53,0,0,0,game222
solved,2524732,1058657,2524643,140898,0,917759,1572869,89,89,7172,game223
solved,3672522,1080058,3672434,473349,0,606709,786433,97,88,5397,game224
solved,46318,19733,46231,2185,0,17548,24593,87,87,130,game225
timed-out,31824135,7217488,31824070,2134564,0,5082924,6291469,120,65,60000,game226
solved,394,230,303,32,0,198,389,91,91,1,game227
unsolvable,4633,2237,4632,707,0,1530,1543,15,0,7,game228
unsolvable,2268280,798183,2268279,209308,0,588875,786433,33,0,3968,game229
unsolvable,201,117,200,36,0,81,97,8,0,0,game23
unsolvable,1347,749,1346,22,0,727,769,16,0,3,game230
unsolvable,58724,25262,58723,3256,0,22006,24593,19,0,132,game231
unsolvable,14388,6397,14387,856,0,5541,6151,16,0,32,game232
solved,1672,598,1568,207,0,391,769,104,104,4,game233
solved,159,103,69,43,0,60,97,90,90,0,game234
solved,132,99,42,40,0,59,97,90,90,0,game235
unsolvable,3,3,2,1,0,2,53,2,0,0,game236
solved,41276,16562,41178,988,0,15574,24593,98,98,84,game237
solved,2083,599,1989,132,0,467,769,94,94,4,game238
solved,14446878,5110040,14446766,2360524,0,2749516,3145739,112,112,26227,game239
solved,851,352,757,72,0,280,389,94,94,2,game24
unsolvable,46,38,45,0,0,38,53,4,0,0,game240
unsolvable,1,1,0,0,0,1,53,0,0,0,game241
unsolvable,180356,70614,180355,7731,0,62883,98317,33,0,382,game242
solved,18307,4931,18218,27,0,4904,6151,89,89,33,game243
solved,8379,3500,8286,59,0,3441,6151,93,93,23,game244
solved,164183,31247,164085,4290,0,26957,49157,156,98,265,game245
unsolvable,541,299,540,68,0,231,389,10,0,1,game246
unsolvable,8255574,2483092,8255573,659133,0,1823959,3145739,50,0,14881,game247
unsolvable,154,90,153,0,0,90,97,6,0,0,game248
solved,256,104,154,33,0,71,97,102,102,0,game249
solved,643,413,546,40,0,373,389,97,97,2,game25
solved,517,251,421,41,0,210,389,96,96,1,game250
unsolvable,623,399,622,1,0,398,769,10,0,1,game251
unsolvable,3,3,2,0,0,3,53,2,0,0,game252
solved,4737,1942,4641,1009,0,933,1543,96,96,9,game253
solved,163,107,63,36,0,71,97,100,100,0,game254
solved,182,147,103,71,0,76,97,79,79,0,game255
unsolvable,3115754,1511669,3115753,808100,0,703569,786433,53,0,4344,game256
solved,218,106,138,29,0,77,97,80,80,0,game257
unsolvable,4,3,3,1,0,2,53,2,0,0,game258
unsolvable,344753,144193,344752,36334,0,107859,196613,29,0,558,game259
unsolvable,166270,66267,166269,18415,0,47852,49157,23,0,328,game26
unsolvable,38,24,37,0,0,24,53,3,0,0,game260
unsolvable,25883,11827,25882,1872,0,9955,12289,13,0,68,game261
solved,78691,32199,78596,10092,0,22107,24593,95,95,137,game262
timed-out,34901530,9239362,34901502,1352572,0,7886790,12582917,52,28,60000,game263
solved,1408,811,1315,182,0,629,769,93,93,2,game264
unsolvable,46191,20423,46190,590,0,19833,24593,17,0,66,game265
unsolvable,30,20,29,0,0,20,53,7,0,0,game266
timed-out,44310025,11307119,44309997,2384834,0,8922285,12582917,60,28,60000,game267
solved,124,86,38,28,0,58,97,86,86,0,game268
solved,785692,236656,785612,48181,0,188475,196613,80,80,950,game269
solved,65064,27516,64977,1539,0,25977,49157,87,87,104,game27
solved,11825,6243,11737,32,0,6211,12289,88,88,19,game270
unsolvable,530,309,529,22,0,287,389,11,0,0,game271
unsolvable,532,359,531,0,0,359,389,9,0,1,game272
solved,726052,257104,725966,70088,0,187016,196613,86,86,900,game273
solved,109,87,25,34,0,53,53,84,84,0,game274
solved,132,107,43,39,0,68,97,89,89,0,game275
solved,943784,241195,943655,7004,0,234191,393241,129,129,1225,game276
solved,152,94,61,43,0,51,53,91,91,0,game277
solved,1199,306,1127,98,0,208,389,72,72,1,game278
solved,1036,563,947,339,0,224,389,89,89,0,game279
solved,104577,24333,104492,1145,0,23188,24593,85,85,110,game28
timed-out,34539989,10399596,34539957,2071062,0,8328534,12582917,54,32,60000,game280
timed-out,36928066,10501194,36928052,823585,0,9677609,12582917,56,14,60000,game281
unsolvable,145889,71234,145888,13970,0,57264,98317,28,0,288,game282
solved,10742,1987,10655,36,0,1951,3079,87,87,13,game283
solved,342598,123883,342526,13683,0,110200,196613,72,72,595,game284
solved,108,86,22,38,0,48,53,86,86,0,game285
unsolvable,830280,329339,830279,94193,0,235146,393241,41,0,1482,game286
solved,126082,32148,125998,27,0,32121,49157,84,84,207,game287
solved,214,164,125,42,0,122,193,89,89,1,game288
unsolvable,4371,1995,4370,114,0,1881,3079,10,0,8,game289
solved,2124083,748865,2123986,166689,0,582176,786433,97,97,3902,game29
unsolvable,9,9,8,0,0,9,53,3,0,0,game290
unsolvable,81,39,80,0,0,39,53,6,0,0,game291
unsolvable,2417055,775273,2417054,180454,0,594819,786433,138,0,5261,game292
solved,1254,616,1173,88,0,528,769,81,81,2,game293
solved,32668863,9335187,32668774,2832927,0,6502260,12582917,89,89,59989,game294
solved,157,106,55,30,0,76,97,102,102,1,game295
solved,206,141,117,45,0,96,97,89,89,0,game296
solved,1177,632,1024,92,0,540,769,153,153,4,game297
solved,197717,60374,197638,252,0,60122,98317,79,79,333,game298
solved,10700,3249,10609,349,0,2900,3079,91,91,25,game299
unsolvable,1,1,0,0,0,1,53,0,0,0,game3
solved,25992,9700,25903,6574,0,3126,6151,89,89,24,game30
unsolvable,4960216,1551987,4960215,471693,0,1080294,1572869,37,0,7846,game300
unsolvable,1344089,454968,1344088,95157,0,359811,393241,28,0,2113,game301
solved,6860,3030,6771,311,0,2719,3079,89,89,8,game302
solved,173,123,70,48,0,75,97,103,103,0,game303
unsolvable,23841430,8104330,23841429,199250,0,7905080,12582917,38,0,47298,game304
unsolvable,244585,92983,244584,15934,0,77049,98317,30,0,292,game305
unsolvable,17957593,5898731,17957592,620744,0,5277987,6291469,50,0,28862,game306
solved,4611,911,4528,56,0,855,1543,83,83,4,game307
solved,492,346,405,37,0,309,389,87,87,0,game308
unsolvable,86399,37096,86398,2424,0,34672,49157,27,0,125,game309
timed-out,43941827,10643812,43941793,2581618,0,8062194,12582917,75,34,60000,game31
solved,3831,1708,3738,103,0,1605,3079,93,93,5,game310
solved,196978,55305,196888,1538,0,53767,98317,90,90,245,game311
solved,3035,1179,2953,33,0,1146,1543,82,82,5,game312
solved,941128,241990,941040,37,0,241953,393241,88,88,1652,game313
solved,1156072,354092,1155970,65847,0,288245,393241,102,102,2025,game314
unsolvable,32,20,31,0,0,20,53,5,0,0,game315
unsolvable,441,284,440,0,0,284,389,8,0,3,game316
solved,3225614,799919,3225517,73035,0,726884,786433,97,97,5027,game317
unsolvable,296488,116767,296487,15605,0,101162,196613,19,0,449,game318
unsolvable,8,6,7,0,0,6,53,2,0,0,game319
unsolvable,2,2,1,0,0,2,53,1,0,0,game32
unsolvable,50963,26256,50962,7594,0,18662,24593,23,0,72,game320
solved,2913766,740383,2913679,278317,0,462066,786433,87,87,3091,game321
unsolvable,254962,95835,254961,28595,0,67240,98317,51,0,304,game322
solved,12852,5322,12770,827,0,4495,6151,82,82,17,game323
unsolvable,557,363,556,144,0,219,389,10,0,1,game324
unsolvable,2172,1172,2171,166,0,1006,1543,17,0,5,game325
solved,207,91,116,21,0,70,97,91,91,0,game326
solved,2272,1039,2167,36,0,1003,1543,105,105,4,game327
solved,1009,227,906,64,0,163,193,103,103,2,game328
unsolvable,1031,596,1030,24,0,572,769,12,0,3,game329
solved,53603,16999,53514,3734,0,13265,24593,89,89,77,game33
solved,3305,1207,3211,193,0,1014,1543,94,94,4,game330
solved,109606,41704,109501,320,0,41384,49157,105,105,806,game331
unsolvable,328,172,327,39,0,133,193,10,0,0,game332
solved,206,147,110,29,0,118,193,96,96,0,game333
solved,73819,19842,73704,3372,0,16470,24593,115,115,83,game334
solved,99,77,27,32,0,45,53,72,72,0,game335
unsolvable,208477,87995,208476,29880,0,58115,98317,33,0,285,game336
solved,4804,1172,4698,30,0,1142,1543,106,106,6,game337
solved,388,127,307,41,0,86,97,81,81,1,game338
solved,2643006,1081281,2642919,472227,0,609054,786433,87,87,2895,game339
solved,249,162,160,33,0,129,193,89,89,0,game34
unsolvable,14207,7517,14206,1193,0,6324,12289,16,0,21,game340
unsolvable,110924,47974,110923,8836,0,39138,49157,25,0,168,game341
solved,66237,14869,66157,2053,0,12816,24593,80,80,71,game342
solved,8234,3258,8140,30,0,3228,6151,94,94,11,game343
solved,13399,4644,13305,215,0,4429,6151,94,94,21,game344
unsolvable,8399620,3125076,8399619,1182176,0,1942900,3145739,55,0,11478,game345
unsolvable,105957,46080,105956,9063,0,37017,49157,37,0,134,game346
solved,1300,772,1206,158,0,614,769,94,94,2,game347
unsolvable,376310,190639,376309,110772,0,79867,98317,35,0,381,game348
unsolvable,4156,2248,4155,0,0,2248,3079,12,0,7,game349
solved,154,93,63,35,0,58,97,91,91,0,game35
solved,202,100,110,31,0,69,97,92,92,0,game350
solved,194,101,104,37,0,64,97,90,90,0,game351
solved,83961,26695,83868,3413,0,23282,24593,93,93,102,game352
solved,810,327,716,31,0,296,389,94,94,1,game353
solved,6136,2890,6040,405,0,2485,3079,96,96,15,game354
solved,313,205,232,85,0,120,193,81,81,0,game355
solved,146,94,62,36,0,58,97,84,84,0,game356
unsolvable,133671,56502,133670,6769,0,49733,98317,44,0,199,game357
solved,3265,1836,3172,49,0,1787,3079,93,93,6,game358
solved,79721,19703,79612,2793,0,16910,24593,109,109,92,game359
solved,42173,12586,42082,602,0,11984,12289,91,91,73,game36
solved,115,97,40,42,0,55,97,75,75,0,game360
solved,128,88,40,34,0,54,97,88,88,0,game361
unsolvable,1524,871,1523,223,0,648,769,14,0,2,game362
solved,463,203,366,63,0,140,193,97,97,0,game363
solved,4880,2148,4757,427,0,1721,3079,123,123,6,game364
solved,45850,17766,45775,4190,0,13576,24593,75,75,55,game365
solved,2660,1018,2569,44,0,974,1543,91,91,3,game366
unsolvable,5561101,1584488,5561100,156964,0,1427524,1572869,22,0,10856,game367
unsolvable,18001,8253,18000,872,0,7381,12289,15,0,65,game368
unsolvable,14662,5727,14661,590,0,5137,6151,11,0,32,game369
unsolvable,19213545,5735848,19213544,1269209,0,4466639,6291469,54,0,30023,game37
unsolvable,1814757,551974,1814756,73439,0,478535,786433,35,0,3217,game370
unsolvable,42116,17031,42115,3236,0,13795,24593,19,0,60,game371
solved,4681,2121,4576,37,0,2084,3079,105,105,8,game372
solved,69072,24862,68982,4879,0,19983,24593,90,90,96,game373
solved,4689,1826,4595,73,0,1753,3079,94,94,8,game374
solved,651,343,547,29,0,314,389,104,104,2,game375
solved,102932,32308,102841,6902,0,25406,49157,91,91,120,game376
solved,339,232,256,58,0,174,193,83,83,0,game377
solved,151,96,55,25,0,71,97,96,96,0,game378
solved,295,163,200,40,0,123,193,95,95,0,game379
unsolvable,15,11,14,1,0,10,53,4,0,0,game38
solved,156,101,61,33,0,68,97,95,95,0,game380
solved,694,309,609,48,0,261,389,85,85,1,game381
unsolvable,1,1,0,0,0,1,53,0,0,0,game382
unsolvable,12,8,11,2,0,6,53,3,0,0,game383
unsolvable,332,201,331,51,0,150,193,10,0,1,game384
solved,1486,668,1393,144,0,524,769,93,93,3,game385
unsolvable,84037,35558,84036,4125,0,31433,49157,32,0,157,game386
unsolvable,1,1,0,0,0,1,53,0,0,0,game387
unsolvable,18960,7245,18959,1765,0,5480,6151,16,0,22,game388
solved,135,93,42,24,0,69,97,93,93,0,game389
solved,173,97,76,36,0,61,97,97,97,0,game39
solved,1702664,574165,1702577,155594,0,418571,786433,87,87,2383,game390
unsolvable,11234,5832,11233,1078,0,4754,6151,16,0,22,game391
solved,8837030,2330146,8836944,706992,0,1623154,3145739,86,86,13846,game392
solved,15538575,2981573,15538470,793879,0,2187694,3145739,123,105,21098,game393
solved,61312,12763,61194,701,0,12062,12289,118,118,103,game394
solved,185580,45539,185487,2401,0,43138,49157,93,93,288,game395
unsolvable,30653,10549,30652,209,0,10340,12289,25,0,83,game396
solved,163,109,84,31,0,78,97,79,79,0,game397
solved,382,201,284,36,0,165,193,98,98,1,game398
unsolvable,58138,17671,58137,83,0,17588,24593,35,0,120,game399
solved,1852,1021,1771,190,0,831,1543,81,81,4,game4
solved,1125,502,1028,52,0,450,769,97,97,3,game40
solved,363,222,282,44,0,178,193,81,81,1,game400
unsolvable,15344606,4884537,15344605,719953,0,4164584,6291469,38,0,29987,game401
unsolvable,11,10,10,1,0,9,53,3,0,0,game402
unsolvable,13635,7510,13634,2573,0,4937,6151,31,0,34,game403
unsolvable,72949,33343,72948,2120,0,31223,49157,38,0,145,game404
solved,1427,652,1348,128,0,524,769,79,79,2,game405
unsolvable,28,24,27,0,0,24,53,4,0,0,game406
solved,4259,1391,4170,531,0,860,1543,89,89,8,game407
solved,32315,7385,32214,477,0,6908,12289,101,101,65,game408
unsolvable,203,117,202,24,0,93,97,9,0,0,game409
solved,223213,90296,223115,17123,0,73173,98317,98,98,304,game41
unsolvable,14615,8103,14614,2125,0,5978,6151,16,0,24,game410
solved,1289,660,1201,122,0,538,769,88,88,2,game411
solved,146,93,54,49,0,44,53,92,92,0,game412
unsolvable,1213,643,1212,32,0,611,769,10,0,3,game413
solved,226,137,136,32,0,105,193,90,90,0,game414
unsolvable,6529,3354,6528,64,0,3290,6151,32,0,15,game415
unsolvable,17894,9670,17893,3484,0,6186,12289,20,0,22,game416
solved,144,101,52,42,0,59,97,92,92,0,game417
unsolvable,86,52,85,3,0,49,53,6,0,0,game418
solved,180,133,98,58,0,75,97,82,82,0,game419
solved,129,89,40,31,0,58,97,89,89,0,game42
solved,147633,56664,147543,11725,0,44939,49157,90,90,266,game420
solved,580528,270637,580438,157172,0,113465,196613,90,90,644,game421
solved,4891012,1179948,4890908,130097,0,1049851,1572869,104,104,6706,game422
unsolvable,541258,231663,541257,64243,0,167420,196613,47,0,957,game423
unsolvable,2141027,903167,2141026,315970,0,587197,786433,54,0,3606,game424
solved,29966,12653,29865,3861,0,8792,12289,101,101,44,game425
unsolvable,38,30,37,3,0,27,53,6,0,0,game426
solved,141834,69433,141740,10722,0,58711,98317,94,94,318,game427
unsolvable,359,252,358,61,0,191,193,14,0,0,game428
solved,206,100,120,37,0,63,97,86,86,0,game429
unsolvable,37,33,36,0,0,33,53,4,0,0,game43
solved,284,188,200,44,0,144,193,84,84,0,game430
timed-out,42063665,15202341,42063633,8804707,0,6397634,12582917,84,32,60000,game431
unsolvable,1538,794,1537,42,0,752,769,9,0,3,game432
unsolvable,6341,2741,6340,229,0,2512,3079,13,0,11,game433
solved,400,228,310,69,0,159,193,90,90,0,game434
unsolvable,6,6,5,3,0,3,53,4,0,0,game435
solved,249,157,163,35,0,122,193,86,86,0,game436
unsolvable,4967,2930,4966,494,0,2436,3079,25,0,7,game437
solved,2394209,562887,2394126,135693,0,427194,786433,83,83,3935,game438
unsolvable,2,2,1,0,0,2,53,1,0,0,game439
solved,1334,567,1237,38,0,529,769,97,97,2,game44
solved,578,168,431,26,0,142,193,147,147,1,game440
unsolvable,1476,593,1475,45,0,548,769,12,0,2,game441
solved,15571169,4514663,15571080,748697,0,3765966,6291469,191,89,29460,game442
solved,610,219,519,31,0,188,193,91,91,2,game443
solved,16217376,3953044,16217266,822554,0,3130490,3145739,110,110,27089,game444
solved,30049625,9143221,30049520,2162034,0,6981187,12582917,105,105,59967,game445
unsolvable,622517,234186,622516,36530,0,197656,393241,26,0,1204,game446
unsolvable,255532,108338,255531,25086,0,83252,98317,19,0,449,game447
solved,284,120,186,23,0,97,193,98,98,1,game448
unsolvable,57815,24291,57814,6763,0,17528,24593,41,0,140,game449
unsolvable,13119,7306,13118,1296,0,6010,6151,15,0,28,game45
solved,154721,64964,154633,35927,0,29037,49157,88,88,238,game450
unsolvable,1184756,421087,1184755,57396,0,363691,393241,25,0,2243,game451
unsolvable,2878785,1098223,2878784,321068,0,777155,786433,62,0,6208,game452
solved,98287,35906,98193,238,0,35668,49157,94,94,218,game453
unsolvable,3,3,2,0,0,3,53,2,0,0,game454
solved,2871,1374,2782,200,0,1174,1543,89,89,7,game455
unsolvable,60734,27000,60733,9088,0,17912,24593,20,0,94,game456
solved,170,107,74,48,0,59,97,96,96,0,game457
solved,349,191,251,47,0,144,193,98,98,0,game458
solved,876,453,769,54,0,399,769,107,107,2,game459
solved,195,94,103,29,0,65,97,92,92,0,game46
unsolvable,7467,3138,7466,0,0,3138,6151,10,0,19,game460
solved,17506245,5485128,17506114,1651894,0,3833234,6291469,131,131,29589,game461
solved,204386,116172,204278,96798,0,19374,24593,160,108,170,game462
unsolvable,1,1,0,0,0,1,53,0,0,0,game463
unsolvable,1487845,429200,1487844,35888,0,393312,786433,49,0,2872,game464
unsolvable,3947712,1416969,3947711,205466,0,1211503,1572869,40,0,7561,game465
solved,122518,31106,122429,3972,0,27134,49157,89,89,220,game466
solved,1923,797,1843,28,0,769,769,80,80,3,game467
unsolvable,1630875,744856,1630874,343697,0,401159,786433,35,0,2734,game468
solved,265,120,147,30,0,90,97,118,118,0,game469
solved,363,241,262,38,0,203,389,101,101,0,game47
solved,25046,7947,24956,1128,0,6819,12289,90,90,49,game470
solved,100,89,11,36,0,53,97,89,89,0,game471
solved,708131,219446,708044,84231,0,135215,196613,87,87,1027,game472
solved,3449,1377,3360,49,0,1328,1543,89,89,11,game473
solved,33371,9987,33282,5927,0,4060,6151,89,89,45,game474
timed-out,40136134,11399450,40136095,5356841,0,6042609,6291469,69,39,60000,game475
solved,692,395,609,55,0,340,389,83,83,1,game476
solved,949,540,852,45,0,495,769,97,97,3,game477
solved,3371,1879,3268,28,0,1851,3079,103,103,10,game478
unsolvable,7796,3654,7795,1,0,3653,6151,12,0,21,game479
solved,387,247,294,29,0,218,389,93,93,1,game48
timed-out,31634120,8525105,31634083,2065919,0,6459186,12582917,64,37,60000,game480
unsolvable,3,3,2,0,0,3,53,1,0,0,game481
unsolvable,670372,268607,670371,92965,0,175642,196613,35,0,1076,game482
solved,705,491,600,113,0,378,389,105,105,1,game483
solved,384589,142385,384493,42337,0,100048,196613,96,96,812,game484
solved,6706047,1825266,6705960,468667,0,1356599,1572869,87,87,10998,game485
solved,276,188,185,43,0,145,193,91,91,1,game486
unsolvable,5,5,4,2,0,3,53,3,0,0,game487
solved,192878,78570,192788,39,0,78531,98317,90,90,380,game488
solved,179869,79931,179777,34253,0,45678,49157,92,92,268,game489
solved,366,227,273,28,0,199,389,93,93,1,game49
solved,22466,7889,22373,891,0,6998,12289,93,93,37,game490
solved,566,364,464,27,0,337,389,102,102,2,game491
unsolvable,9,7,8,0,0,7,53,2,0,0,game492
unsolvable,10647492,3329872,10647491,882573,0,2447299,3145739,31,0,17137,game493
solved,98,86,23,26,0,60,97,75,75,0,game494
