Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
solved,329423,59053,329342,55,0,58998,98317,81,81,731,game165
unsolvable,3427,1863,3426,868,0,995,1543,13,0,9,game166
solved,120369,25907,120282,7852,0,18055,24593,87,87,212,game167
solved,151,82,71,32,0,50,53,80,80,0,game168
solved,375,157,283,31,0,126,193,92,92,1,game169
solved,14862617,4430521,14862523,1442083,0,2988438,3145739,94,94,38539,game17
solved,113,103,16,41,0,62,97,97,97,0,game170
unsolvable,1,1,0,0,0,1,53,0,0,0,game171
solved,611239,250905,611158,101718,0,149187,196613,81,81,1150,game172
solved,196,122,103,45,0,77,97,93,93,1,game173
solved,213,166,118,59,0,107,193,95,95,1,game174
solved,496,213,403,36,0,177,193,93,93,2,game175
solved,346,167,266,26,0,141,193,80,80,1,game176
unsolvable,290,145,289,33,0,112,193,8,0,1,game177
solved,314,152,226,42,0,110,193,88,88,1,game178
solved,124521,34284,124415,73,0,34211,49157,106,106,337,game179
solved,29876,5214,29794,556,0,4658,6151,83,82,44,game18
unsolvable,1,1,0,0,0,1,53,0,0,0,game180
unsolvable,191263,70255,191262,3108,0,67147,98317,32,0,397,game181
solved,1106,340,1005,66,0,274,389,101,101,3,game182
unsolvable,161,114,160,58,0,56,97,7,0,0,game183
unsolvable,7272,3660,7271,166,0,3494,6151,19,0,19,game184
solved,147,92,55,27,0,65,97,92,92,0,game185
solved,347,130,226,42,0,88,97,121,121,0,game186
unsolvable,13,9,12,0,0,9,53,2,0,0,game187
solved,19684523,4324638,19684430,71499,0,4253139,6291469,93,93,46073,game188
unsolvable,26,24,25,0,0,24,53,3,0,0,game189
solved,174,92,90,30,0,62,97,84,84,0,game19
solved,233,100,143,33,0,67,97,90,90,0,game190
unsolvable,2,2,1,0,0,2,53,1,0,0,game191
unsolvable,5,5,4,2,0,3,53,3,0,0,game192
solved,1554,876,1459,153,0,723,769,95,95,2,game193
solved,148,120,65,31,0,89,97,83,83,0,game194
unsolvable,3,3,2,0,0,3,53,1,0,0,game195
solved,860,468,781,141,0,327,389,79,79,1,game196
unsolvable,14077,6958,14076,2794,0,4164,6151,15,0,17,game197
solved,211,98,114,40,0,58,97,97,97,0,game198
solved,155,113,59,36,0,77,97,96,96,0,game199
solved,291,165,195,32,0,133,193,96,96,0,game2
unsolvable,24043,8909,24042,3129,0,5780,6151,38,0,36,game20
solved,260,95,168,29,0,66,97,92,92,0,game200
unsolvable,10367,5189,10366,1212,0,3977,6151,21,0,18,game201
unsolvable,9846049,3366592,9846048,1238433,0,2128159,3145739,53,0,22307,game202
solved,132,87,45,28,0,59,97,87,87,0,game203
solved,579,326,492,174,0,152,193,87,87,1,game204
unsolvable,1025475,360869,1025474,151929,0,208940,393241,50,0,2065,game205
unsolvable,4317,2045,4316,569,0,1476,1543,13,0,10,game206
timed-out,23464878,9016848,23464865,4143080,0,4873768,6291469,68,13,60000,game207
solved,6493,1378,6391,83,0,1295,1543,102,102,9,game208
solved,2333731,844853,2333652,436122,0,408731,786433,102,79,4026,game209
solved,842,449,738,187,0,262,389,104,104,1,game21
solved,122,82,40,28,0,54,97,82,82,0,game210
solved,587,181,502,31,0,150,193,85,85,2,game211
unsolvable,492913,214160,492912,68111,0,146049,196613,33,0,1048,game212
solved,253,128,178,27,0,101,193,75,75,0,game213
unsolvable,707,465,706,110,0,355,389,12,0,2,game214
solved,185,101,103,32,0,69,97,82,82,1,game215
solved,754,421,677,146,0,275,389,77,77,1,game216
unsolvable,209690,88139,209689,6690,0,81449,98317,38,0,496,game217
solved,286415,122773,286323,26361,0,96412,98317,92,92,542,game218
unsolvable,1923238,737414,1923237,204558,0,532856,786433,45,0,5037,game219
solved,429358,114576,429278,54290,0,60286,98317,80,80,512,game22
solved,1997,868,1904,36,0,832,1543,93,93,6,game220
solved,12251,4142,12160,30,0,4112,6151,91,91,23,game221
solved,8594515,2397190,8594416,235902,0,2161288,3145739,99,99,20827,game222
unsolvable,750246,322862,750245,126640,0,196222,196613,37,0,1537,game223
solved,154,120,56,33,0,87,97,98,98,0,game224
unsolvable,516,281,515,108,0,173,193,13,0,1,game225
unsolvable,2,2,1,0,0,2,53,1,0,0,game226
unsolvable,262,164,261,20,0,144,193,10,0,1,game227
solved,343,159,252,69,0,90,97,91,91,0,game228
solved,171,102,88,28,0,74,97,83,83,0,game229
solved,181,105,89,39,0,66,97,92,92,0,game23
solved,565,347,470,88,0,259,389,95,95,1,game230
unsolvable,13623,6137,13622,2368,0,3769,6151,30,0,26,game231
unsolvable,242124,122825,242123,52053,0,70772,98317,37,0,413,game232
unsolvable,466349,183328,466348,92263,0,91065,98317,35,0,1795,game233
unsolvable,16596,7396,16595,2176,0,5220,6151,37,0,25,game234
solved,1524,728,1425,100,0,628,769,99,99,3,game235
unsolvable,4,4,3,0,0,4,53,3,0,0,game236
unsolvable,420,219,419,57,0,162,193,10,0,1,game237
solved,31136,10951,31040,32,0,10919,12289,96,96,57,game238
unsolvable,1149,743,1148,12,0,731,769,16,0,4,game239
unsolvable,794,450,793,250,0,200,389,11,0,0,game24
solved,338,242,256,30,0,212,389,82,82,1,game240
unsolvable,6,6,5,0,0,6,53,3,0,0,game241
solved,31203,13629,31109,5742,0,7887,12289,94,94,48,game242
solved,2490,992,2388,193,0,799,1543,102,102,8,game243
solved,1664,712,1586,382,0,330,389,80,78,1,game244
solved,1575,751,1487,35,0,716,769,88,88,3,game245
unsolvable,210,110,209,38,0,72,97,7,0,0,game246
solved,3192,1582,3096,41,0,1541,1543,96,96,9,game247
solved,3892670,1157667,3892583,181855,0,975812,1572869,106,87,9240,game248
solved,128,90,49,30,0,60,97,79,79,0,game249
solved,265,102,168,27,0,75,97,97,97,0,game25
unsolvable,273194,113752,273193,11864,0,101888,196613,30,0,589,game250
solved,181,161,95,30,0,131,193,86,86,0,game251
solved,312,103,230,36,0,67,97,82,82,1,game252
solved,643,360,557,133,0,227,389,86,86,1,game253
solved,4610,1716,4513,521,0,1195,1543,97,97,6,game254
solved,125,102,31,42,0,60,97,94,94,0,game255
solved,1232,756,1142,312,0,444,769,90,90,4,game256
solved,132120,40590,132026,4903,0,35687,49157,94,94,242,game257
solved,147,84,63,28,0,56,97,84,84,0,game258
solved,368097,106397,367983,16278,0,90119,98317,114,114,594,game259
unsolvable,605,351,604,22,0,329,389,20,0,2,game26
unsolvable,13615,6248,13614,724,0,5524,6151,16,0,32,game260
unsolvable,45,30,44,6,0,24,53,5,0,0,game261
unsolvable,3,3,2,1,0,2,53,2,0,0,game262
solved,653,202,517,35,0,167,193,136,136,1,game263
solved,167735,47407,167656,22491,0,24916,49157,87,79,179,game264
solved,837893,377176,837806,174295,0,202881,393241,87,87,1702,game265
solved,214,150,135,52,0,98,193,79,79,1,game266
solved,264,172,170,28,0,144,193,94,94,1,game267
solved,6324,1922,6227,35,0,1887,3079,97,97,12,game268
solved,101,83,18,35,0,48,53,83,83,0,game269
unsolvable,24652628,8423997,24652627,3541898,0,4882099,6291469,56,0,55293,game27
solved,499,138,375,26,0,112,193,124,124,1,game270
unsolvable,55,37,54,6,0,31,53,8,0,0,game271
unsolvable,1,1,0,0,0,1,53,0,0,0,game272
unsolvable,3593,2040,3592,28,0,2012,3079,21,0,10,game273
solved,74874,25570,74779,7452,0,18118,24593,95,95,128,game274
unsolvable,3371,1892,3370,229,0,1663,3079,14,0,12,game275
solved,144,90,60,40,0,50,53,84,84,0,game276
solved,15817,6613,15715,171,0,6442,12289,102,102,58,game277
timed-out,25179748,7998292,25179721,2349935,0,5648357,6291469,59,27,60000,game278
solved,1305387,411478,1305302,158903,0,252575,393241,85,85,2653,game279
unsolvable,24848550,9730300,24848549,5161277,0,4569023,6291469,97,0,49714,game28
solved,4932,2130,4846,460,0,1670,3079,86,86,13,game280
unsolvable,21944,8864,21943,2254,0,6610,12289,46,0,63,game281
unsolvable,324,208,323,1,0,207,389,14,0,1,game282
unsolvable,75,49,74,16,0,33,53,10,0,0,game283
solved,4750,2109,4658,244,0,1865,3079,92,92,17,game284
solved,96,89,11,31,0,58,97,85,85,0,game285
solved,136,90,47,30,0,60,97,89,89,0,game286
unsolvable,6658,3141,6657,1062,0,2079,3079,12,0,19,game287
solved,209,102,108,36,0,66,97,101,101,0,game288
solved,187,110,93,35,0,75,97,94,94,0,game289
solved,188,138,111,32,0,106,193,77,77,0,game29
unsolvable,2555009,1086156,2555008,565453,0,520703,786433,45,0,5031,game290
solved,674542,159131,674440,7680,0,151451,196613,102,102,1480,game291
solved,86,79,7,32,0,47,53,79,79,0,game292
solved,169,88,81,33,0,55,97,88,88,0,game293
unsolvable,63,47,62,0,0,47,53,6,0,0,game294
solved,47146,14320,47065,4066,0,10254,12289,81,81,52,game295
unsolvable,14,9,13,3,0,6,53,3,0,0,game296
unsolvable,1,1,0,0,0,1,53,0,0,0,game297
unsolvable,148,107,147,0,0,107,193,6,0,0,game298
solved,508212,200692,508139,106240,0,94452,98317,73,73,803,game299
solved,373,118,266,41,0,77,97,107,107,1,game3
solved,20245,7313,20148,655,0,6658,12289,97,97,59,game30
unsolvable,133,75,132,13,0,62,97,15,0,0,game300
unsolvable,3,3,2,0,0,3,53,2,0,0,game301
unsolvable,5,5,4,2,0,3,53,3,0,0,game302
solved,838,404,735,113,0,291,389,103,103,3,game303
solved,494,163,388,32,0,131,193,106,106,1,game304
unsolvable,1803,1057,1802,278,0,779,1543,15,0,6,game305
solved,189,101,94,39,0,62,97,95,95,0,game306
unsolvable,203,130,202,15,0,115,193,17,0,1,game307
solved,247,146,150,41,0,105,193,97,97,1,game308
unsolvable,37553,17761,37552,1258,0,16503,24593,27,0,84,game309
solved,489,198,353,48,0,150,193,136,136,1,game31
solved,79,74,5,28,0,46,53,74,74,0,game310
solved,110898,32708,110793,66,0,32642,49157,238,105,162,game311
solved,181,109,88,30,0,79,97,93,93,1,game312
solved,114,92,24,40,0,52,53,90,90,0,game313
unsolvable,2564580,1009551,2564579,514087,0,495464,786433,47,0,4455,game314
unsolvable,46005,21072,46004,0,0,21072,24593,20,0,550,game315
solved,224897,78046,224812,36447,0,41599,49157,85,85,477,game316
solved,80,77,3,30,0,47,53,77,77,0,game317
unsolvable,3675,2027,3674,416,0,1611,3079,21,0,6,game318
unsolvable,247,143,246,47,0,96,97,13,0,0,game319
unsolvable,403,274,402,86,0,188,193,12,0,1,game32
solved,4173813,974451,4173715,26332,0,948119,1572869,98,98,8494,game320
solved,353,171,268,107,0,64,97,85,85,0,game321
solved,12918,5603,12817,2762,0,2841,3079,101,101,17,game322
solved,262,96,169,31,0,65,97,93,93,0,game323
solved,6087,2380,6005,54,0,2326,3079,82,82,11,game324
solved,6944,1995,6855,30,0,1965,3079,89,89,10,game325
solved,342,241,248,46,0,195,389,94,94,0,game326
timed-out,31967601,8306987,31967547,3086512,0,5220475,6291469,202,54,60000,game327
unsolvable,122,86,121,8,0,78,97,5,0,0,game328
solved,157,118,72,52,0,66,97,85,85,1,game329
solved,188,100,97,23,0,77,97,91,91,0,game33
solved,697,371,620,157,0,214,389,77,77,2,game330
unsolvable,146045,68595,146044,11877,0,56718,98317,41,0,342,game331
unsolvable,5890973,2018850,5890972,436736,0,1582114,3145739,56,0,15872,game332
solved,21167,8822,21070,1727,0,7095,12289,97,97,62,game333
solved,589,198,502,50,0,148,193,87,87,1,game334
unsolvable,277670,105886,277669,25799,0,80087,98317,47,0,497,game335
solved,29548,12675,29453,2610,0,10065,12289,95,95,65,game336
unsolvable,3,3,2,0,0,3,53,1,0,0,game337
unsolvable,119197,53621,119196,9906,0,43715,49157,18,0,211,game338
solved,1064613,389484,1064520,165839,0,223645,393241,93,93,1962,game339
solved,167,89,82,27,0,62,97,85,85,0,game34
solved,29149,7028,29053,1092,0,5936,6151,96,96,59,game340
unsolvable,2,2,1,1,0,1,53,1,0,0,game341
solved,180,91,97,31,0,60,97,83,83,0,game342
solved,6396,2810,6309,984,0,1826,3079,87,87,13,game343
unsolvable,956,496,955,166,0,330,389,19,0,3,game344
unsolvable,31151,14503,31150,0,0,14503,24593,18,0,104,game345
solved,565,330,467,49,0,281,389,98,98,1,game346
unsolvable,4493403,1357279,4493402,61511,0,1295768,1572869,76,0,10979,game347
solved,180,117,67,29,0,88,97,113,113,0,game348
solved,113036,50428,112951,5004,0,45424,49157,85,85,241,game349
solved,39275,15771,39182,6897,0,8874,12289,93,93,65,game35
solved,14006,5128,13932,550,0,4578,6151,74,74,24,game350
solved,149,109,59,29,0,80,97,90,90,0,game351
solved,1454,457,1360,94,0,363,389,94,94,5,game352
unsolvable,160,110,159,14,0,96,97,8,0,1,game353
solved,89,86,8,42,0,44,53,81,81,0,game354
unsolvable,3247,1694,3246,180,0,1514,1543,17,0,13,game355
solved,18045,5376,17951,615,0,4761,6151,94,94,26,game356
unsolvable,6810499,1898087,6810498,887097,0,1010990,1572869,70,0,13774,game357
unsolvable,26867,9948,26866,3258,0,6690,12289,36,0,42,game358
solved,73862,23644,73766,1541,0,22103,24593,96,96,175,game359
solved,5156,2400,5064,91,0,2309,3079,92,92,18,game36
solved,2684,1231,2584,184,0,1047,1543,100,100,9,game360
solved,2493,1273,2405,94,0,1179,1543,88,88,10,game361
unsolvable,67,47,66,0,0,47,53,6,0,0,game362
solved,396599,90295,396527,41338,0,48957,49157,72,72,610,game363
solved,219,151,136,35,0,116,193,83,83,1,game364
solved,732,447,644,88,0,359,389,88,88,2,game365
solved,156,105,70,47,0,58,97,86,86,0,game366
unsolvable,1,1,0,0,0,1,53,0,0,0,game367
unsolvable,13,11,12,0,0,11,53,2,0,0,game368
solved,3191,1565,3088,153,0,1412,1543,103,103,6,game369
solved,2335,519,2218,30,0,489,769,117,117,4,game37
unsolvable,11,11,10,0,0,11,53,3,0,0,game370
unsolvable,899547,357181,899546,147381,0,209800,393241,40,0,2011,game371
solved,394592,137337,394505,27409,0,109928,196613,87,87,962,game372
solved,1190,473,1101,105,0,368,389,89,89,5,game373
solved,41684,7635,41604,553,0,7082,12289,80,80,83,game374
solved,10219,3900,10109,1121,0,2779,3079,110,110,23,game375
solved,986888,474911,986808,271551,0,203360,393241,80,80,1967,game376
unsolvable,2,2,1,1,0,1,53,1,0,0,game377
solved,21747,7725,21646,3116,0,4609,6151,101,101,31,game378
unsolvable,3,3,2,1,0,2,53,2,0,0,game379
solved,514,288,420,55,0,233,389,94,94,2,game38
solved,1400,346,1264,54,0,292,389,136,136,2,game380
solved,327,135,230,33,0,102,193,97,97,1,game381
unsolvable,221860,80311,221859,36536,0,43775,49157,48,0,399,game382
solved,831,412,744,98,0,314,389,87,87,1,game383
unsolvable,316195,126173,316194,35253,0,90920,98317,34,0,783,game384
unsolvable,12270,6286,12269,2444,0,3842,6151,18,0,30,game385
solved,413,251,308,54,0,197,389,105,105,1,game386
unsolvable,13,9,12,0,0,9,53,2,0,0,game387
unsolvable,5071171,1872712,5071170,662035,0,1210677,1572869,49,0,13181,game388
solved,91,86,10,30,0,56,97,81,81,0,game389
solved,103,83,20,27,0,56,97,83,83,0,game39
unsolvable,2,2,1,1,0,1,53,1,0,0,game390
solved,174,123,84,32,0,91,97,90,90,0,game391
unsolvable,830887,206558,830886,25500,0,181058,196613,47,0,1835,game392
solved,6911,2559,6827,852,0,1707,3079,84,84,10,game393
solved,543,171,425,42,0,129,193,118,118,1,game394
unsolvable,4985,2768,4984,1257,0,1511,1543,25,0,9,game395
solved,188830,57927,188739,3275,0,54652,98317,91,91,392,game396
unsolvable,2579,1282,2578,228,0,1054,1543,11,0,10,game397
unsolvable,37,25,36,8,0,17,53,4,0,0,game398
solved,1298269,481919,1298173,125297,0,356622,393241,96,96,2897,game399
solved,114,99,20,36,0,63,97,94,94,0,game4
solved,1412,410,1309,182,0,228,389,103,103,3,game40
solved,1389,808,1297,44,0,764,769,92,92,6,game400
solved,235,175,120,46,0,129,193,115,115,1,game401
solved,103,88,15,29,0,59,97,88,88,0,game402
solved,85,77,10,28,0,49,53,75,75,0,game403
solved,1328,489,1231,55,0,434,769,97,97,5,game404
solved,286,158,167,30,0,128,193,119,119,1,game405
solved,468,210,385,28,0,182,193,83,83,1,game406
solved,109968,58672,109881,17422,0,41250,49157,87,87,192,game407
timed-out,32508649,7832844,32508612,2443967,0,5388877,6291469,75,37,60000,game408
solved,10012,1608,9931,26,0,1582,3079,81,81,10,game409
unsolvable,25225,13987,25224,1430,0,12557,24593,26,0,45,game41
solved,3364,849,3268,34,0,815,1543,96,96,3,game410
unsolvable,9025,4794,9024,2542,0,2252,3079,15,0,9,game411
unsolvable,4447112,1639343,4447111,513861,0,1125482,1572869,74,0,9988,game412
unsolvable,38396,17636,38395,5930,0,11706,12289,22,0,50,game413
unsolvable,50,30,49,6,0,24,53,4,0,0,game414
unsolvable,1447,739,1446,125,0,614,769,16,0,2,game415
solved,89,74,15,24,0,50,53,74,74,0,game416
solved,7504,3166,7407,145,0,3021,3079,97,97,12,game417
solved,3356,1355,3257,30,0,1325,1543,99,99,5,game418
solved,108,74,34,24,0,50,53,74,74,0,game419
solved,62700,17675,62602,1295,0,16380,24593,98,98,75,game42
solved,173,94,80,40,0,54,97,93,93,0,game420
unsolvable,339,177,338,39,0,138,193,6,0,0,game421
unsolvable,4530,1938,4529,384,0,1554,3079,14,0,6,game422
solved,3388,2247,3301,748,0,1499,1543,87,87,8,game423
unsolvable,3,3,2,0,0,3,53,1,0,0,game424
unsolvable,1036,652,1035,180,0,472,769,15,0,3,game425
unsolvable,1186,513,1185,0,0,513,769,11,0,6,game426
solved,25630,4622,25552,40,0,4582,6151,78,78,42,game427
solved,143,86,58,26,0,60,97,85,85,0,game428
solved,2910,911,2817,30,0,881,1543,93,93,6,game429
solved,19217,10457,19124,3648,0,6809,12289,93,93,34,game43
unsolvable,159144,75027,159143,22876,0,52151,98317,36,0,256,game430
unsolvable,1442,886,1441,181,0,705,769,20,0,6,game431
timed-out,30977029,8736369,30976989,3185011,0,5551358,6291469,162,40,60000,game432
solved,136,96,52,34,0,62,97,84,84,0,game433
solved,3549,1758,3447,272,0,1486,1543,102,102,6,game434
unsolvable,3653,2021,3652,800,0,1221,1543,19,0,5,game435
solved,152,92,60,38,0,54,97,92,92,0,game436
solved,110,86,29,30,0,56,97,81,81,0,game437
solved,426,156,340,58,0,98,193,86,86,0,game438
solved,6896,4490,6800,1493,0,2997,3079,96,96,12,game439
unsolvable,210056,100748,210055,38993,0,61755,98317,28,0,356,game44
unsolvable,281446,133848,281445,48107,0,85741,98317,44,0,494,game440
solved,144,92,52,29,0,63,97,92,92,0,game441
solved,679,330,599,39,0,291,389,80,80,1,game442
unsolvable,14312,6654,14311,884,0,5770,6151,48,0,27,game443
unsolvable,9,7,8,2,0,5,53,3,0,0,game444
unsolvable,1718424,726040,1718423,324185,0,401855,786433,48,0,2840,game445
solved,130,106,32,33,0,73,97,98,98,0,game446
solved,486,171,398,29,0,142,193,88,88,0,game447
unsolvable,3818,1607,3817,466,0,1141,1543,12,0,5,game448
unsolvable,2602574,986924,2602573,443787,0,543137,786433,52,0,3868,game449
solved,337704,78938,337617,28,0,78910,98317,87,87,489,game45
solved,2772,1525,2680,1060,0,465,769,92,92,6,game450
unsolvable,215,139,214,18,0,121,193,8,0,1,game451
unsolvable,17,12,16,0,0,12,53,4,0,0,game452
solved,260,119,165,42,0,77,97,95,95,0,game453
solved,321,197,230,48,0,149,193,91,91,1,game454
solved,22411,10869,22319,5405,0,5464,6151,92,92,28,game455
solved,233,95,148,33,0,62,97,85,85,0,game456
solved,185,145,86,35,0,110,193,99,99,1,game457
solved,1700814,591719,1700720,242094,0,349625,393241,94,94,2854,game458
solved,6504,2901,6422,29,0,2872,3079,82,82,11,game459
unsolvable,3766,1612,3765,200,0,1412,1543,17,0,5,game46
solved,93,76,17,26,0,50,53,76,76,0,game460
solved,153,87,69,34,0,53,53,84,84,0,game461
solved,122727,36097,122628,2650,0,33447,49157,99,99,226,game462
solved,212,100,126,21,0,79,97,86,86,0,game463
unsolvable,4741,2201,4740,0,0,2201,3079,14,0,11,game464
solved,198,91,107,26,0,65,97,91,91,0,game465
solved,792,376,708,94,0,282,389,84,84,1,game466
unsolvable,22,16,21,0,0,16,53,7,0,0,game467
solved,147,100,47,33,0,67,97,100,100,0,game468
solved,145,83,72,21,0,62,97,73,73,0,game469
solved,3155,990,3078,28,0,962,1543,77,77,7,game47
solved,203,155,102,42,0,113,193,101,101,0,game470
solved,11429,3682,11347,46,0,3636,6151,82,82,29,game471
solved,1267,360,1168,39,0,321,389,99,99,3,game472
solved,699,434,597,178,0,256,389,102,102,2,game473
solved,128,80,50,25,0,55,97,78,78,0,game474
solved,1072440,306415,1072363,131420,0,174995,196613,77,77,1766,game475
solved,153,72,82,25,0,47,53,71,71,0,game476
unsolvable,650,281,649,1,0,280,389,12,0,3,game477
unsolvable,2,2,1,1,0,1,53,1,0,0,game478
unsolvable,13997,7595,13996,754,0,6841,12289,22,0,44,game479
unsolvable,24789,10346,24788,3885,0,6461,12289,15,0,50,game48
unsolvable,39,35,38,0,0,35,53,4,0,0,game480
solved,1565,887,1477,120,0,767,769,88,88,4,game481
unsolvable,32019,15171,32018,9724,0,5447,6151,30,0,37,game482
solved,204,114,123,33,0,81,97,81,81,0,game483
solved,1416,497,1337,198,0,299,389,79,79,3,game484
solved,224,103,125,34,0,69,97,99,99,0,game485
solved,1923173,392192,1923081,31,0,392161,393241,92,92,4271,game486
solved,380,155,276,29,0,126,193,104,104,1,game487
solved,114,92,22,32,0,60,97,92,92,0,game488
unsolvable,130964,64161,130963,38705,0,25456,49157,47,0,280,game489
solved,498,241,406,56,0,185,193,92,92,2,game49
solved,16250,2305,16163,161,0,2144,3079,196,87,30,game490
solved,110,88,22,25,0,63,97,88,88,0,game491
solved,24126281,6658685,24126183,1014332,0,5644353,6291469,103,98,55326,game492
solved,25950,6622,25849,74,0,6548,12289,101,101,55,game493
unsolvable,974,487,973,38,0,449,769,10,0,2,game494
solved,377,220,291,40,0,180,193,86,86,1,game495
solved,376172,182041,376079,126114,0,55927,98317,93,93,625,game496
unsolvable,11600942,6578127,11600941,5180071,0,1398056,1572869,69,0,17344,game497
unsolvable,774891,334998,774890,77593,0,257405,393241,50,0,1933,game498
unsolvable,221,161,220,36,0,125,193,8,0,1,game499
solved,39831,15416,39736,3951,0,11465,12289,95,95,72,game5
solved,427,213,339,29,0,184,193,88,88,0,game50
solved,107511,39309,107412,97,0,39212,49157,99,99,270,game500
solved,36097,11451,36009,3149,0,8302,12289,88,88,71,game501
unsolvable,93,59,92,6,0,53,97,6,0,0,game502
solved,342,150,259,27,0,123,193,83,83,1,game503
unsolvable,6036140,2716809,6036139,2019073,0,697736,786433,111,0,7589,game504
unsolvable,1,1,0,0,0,1,53,0,0,0,game505
unsolvable,38,23,37,4,0,19,53,8,0,0,game506
unsolvable,4035,1739,4034,10,0,1729,3079,25,0,14,game507
unsolvable,3,3,2,0,0,3,53,1,0,0,game508
solved,109,78,31,25,0,53,53,78,78,0,game509
solved,2310,664,2210,147,0,517,769,100,100,2,game51
solved,244552,76243,244452,25156,0,51087,98317,100,100,368,game510
