Solution Type,States Searched,Unique States Searched,Backtracks,Dominance Moves,States Removed From Cache,Final States In Cache,Final Buckets In Cache,Maximum Search Depth,Final Search Depth,Time Taken (milliseconds),ID
unsolvable,78496,33945,78495,7029,0,26916,49157,16,0,160,game417
solved,1784068,561723,1783979,325898,0,235825,393241,178,89,1824,game418
unsolvable,22983,11462,22982,540,0,10922,12289,24,0,41,game419
solved,139,94,48,39,0,55,97,91,91,0,game42
unsolvable,21,15,20,5,0,10,53,5,0,0,game420
solved,243,138,153,45,0,93,97,90,90,0,game421
unsolvable,39806,15288,39805,2,0,15286,24593,19,0,62,game422
solved,26742,10537,26655,1992,0,8545,12289,87,87,37,game423
solved,185,95,91,34,0,61,97,94,94,0,game424
timed-out,45873376,12433346,45873336,4376181,0,8057165,12582917,72,40,60000,game425
unsolvable,4064,1938,4063,157,0,1781,3079,15,0,6,game426
solved,350,248,270,98,0,150,193,80,80,0,game427
solved,18446,7647,18364,1236,0,6411,12289,82,82,23,game428
unsolvable,49598,21201,49597,1104,0,20097,24593,15,0,80,game429
solved,84,79,5,34,0,45,53,79,79,0,game43
unsolvable,23173,10675,23172,2611,0,8064,12289,16,0,32,game430
solved,122,107,27,47,0,60,97,95,95,0,game431
unsolvable,1,1,0,0,0,1,53,0,0,0,game432
solved,1005,465,917,39,0,426,769,88,88,1,game433
solved,8793,1846,8710,449,0,1397,1543,83,83,8,game434
solved,1225,512,1126,38,0,474,769,99,99,2,game435
unsolvable,1986,1122,1985,2,0,1120,1543,14,0,4,game436
solved,835,525,747,32,0,493,769,88,88,1,game437
unsolvable,2,2,1,0,0,2,53,1,0,0,game438
solved,101,95,12,39,0,56,97,89,89,0,game439
solved,1384,618,1289,78,0,540,769,95,95,2,game44
solved,710,557,623,43,0,514,769,87,87,2,game440
solved,297,158,217,34,0,124,193,80,80,0,game441
unsolvable,18858736,5489000,18858735,596052,0,4892948,6291469,102,0,31267,game442
solved,137860,56047,137772,27493,0,28554,49157,88,88,163,game443
solved,9571,3129,9487,669,0,2460,3079,84,84,11,game444
